time iter num.topics num.tables likelihood gamma alpha split merge trial
    0.00 00375 0003 00040 -1433.42702 1.00000 1.00000 0 0 0
    0.00 00376 0003 00038 -1441.44081 1.00000 1.00000 0 0 0
    0.00 00377 0002 00040 -1441.48582 1.00000 1.00000 0 0 0
    0.00 00378 0002 00043 -1492.03955 1.00000 1.00000 0 0 0
    0.00 00379 0002 00037 -1397.43613 1.00000 1.00000 0 0 0
    0.00 00380 0003 00037 -1338.16581 1.00000 1.00000 0 0 0
    0.00 00381 0003 00044 -1382.75037 1.00000 1.00000 0 0 0
    0.00 00382 0004 00040 -1279.38177 1.00000 1.00000 0 0 0
    0.00 00383 0003 00037 -1308.20755 1.00000 1.00000 0 0 0
    0.00 00384 0003 00031 -1269.35791 1.00000 1.00000 0 0 0
    0.00 00385 0003 00034 -1288.12806 1.00000 1.00000 0 0 0
    0.00 00386 0002 00041 -1385.53940 1.00000 1.00000 0 0 0
    0.00 00387 0003 00039 -1375.06536 1.00000 1.00000 0 0 0
    0.00 00388 0002 00036 -1327.22466 1.00000 1.00000 0 0 0
    0.00 00389 0002 00032 -1280.10884 1.00000 1.00000 0 0 0
    0.00 00390 0002 00031 -1292.14831 1.00000 1.00000 0 0 0
    0.00 00391 0003 00034 -1318.01686 1.00000 1.00000 0 0 0
    0.00 00392 0003 00038 -1325.62895 1.00000 1.00000 0 0 0
    0.00 00393 0003 00042 -1250.68500 1.00000 1.00000 0 0 0
    0.00 00394 0004 00039 -1207.85566 1.00000 1.00000 0 0 0
    0.00 00395 0003 00032 -1182.66949 1.00000 1.00000 0 0 0
    0.00 00396 0002 00032 -1152.01124 1.00000 1.00000 0 0 0
    0.00 00397 0002 00037 -1208.40223 1.00000 1.00000 0 0 0
    0.00 00398 0003 00041 -1273.43058 1.00000 1.00000 0 0 0
    0.00 00399 0003 00039 -1316.04360 1.00000 1.00000 0 0 0
    0.00 00400 0003 00037 -1210.63363 1.00000 1.00000 0 0 0
    0.00 00401 0004 00033 -1215.26817 1.00000 1.00000 0 0 0
    0.00 00402 0004 00043 -1287.95335 1.00000 1.00000 0 0 0
    0.00 00403 0003 00042 -1243.87923 1.00000 1.00000 0 0 0
    0.00 00404 0003 00038 -1265.50335 1.00000 1.00000 0 0 0
    0.00 00405 0003 00040 -1261.14995 1.00000 1.00000 0 0 0
    0.00 00406 0003 00039 -1319.29751 1.00000 1.00000 0 0 0
    0.00 00407 0003 00043 -1358.68487 1.00000 1.00000 0 0 0
    0.00 00408 0003 00034 -1236.48133 1.00000 1.00000 0 0 0
    0.00 00409 0002 00035 -1241.47605 1.00000 1.00000 0 0 0
    1.00 00410 0003 00037 -1229.02481 1.00000 1.00000 0 0 0
    1.00 00411 0002 00041 -1294.89739 1.00000 1.00000 0 0 0
    1.00 00412 0003 00042 -1336.33017 1.00000 1.00000 0 0 0
    1.00 00413 0002 00044 -1403.47723 1.00000 1.00000 0 0 0
    1.00 00414 0002 00042 -1463.02968 1.00000 1.00000 0 0 0
    1.00 00415 0002 00036 -1410.39353 1.00000 1.00000 0 0 0
    1.00 00416 0003 00037 -1391.68553 1.00000 1.00000 0 0 0
    1.00 00417 0004 00044 -1378.95372 1.00000 1.00000 0 0 0
    1.00 00418 0003 00047 -1382.07269 1.00000 1.00000 0 0 0
    1.00 00419 0003 00046 -1409.69912 1.00000 1.00000 0 0 0
    1.00 00420 0002 00040 -1334.56072 1.00000 1.00000 0 0 0
    1.00 00421 0002 00042 -1324.33159 1.00000 1.00000 0 0 0
    1.00 00422 0002 00037 -1358.42423 1.00000 1.00000 0 0 0
    1.00 00423 0002 00039 -1383.01259 1.00000 1.00000 0 0 0
    1.00 00424 0002 00034 -1276.90274 1.00000 1.00000 0 0 0
    1.00 00425 0003 00037 -1227.01530 1.00000 1.00000 0 0 0
    1.00 00426 0003 00039 -1180.70405 1.00000 1.00000 0 0 0
    1.00 00427 0003 00038 -1200.03332 1.00000 1.00000 0 0 0
    1.00 00428 0003 00036 -1161.27635 1.00000 1.00000 0 0 0
    1.00 00429 0003 00032 -1144.07193 1.00000 1.00000 0 0 0
    1.00 00430 0002 00037 -1156.36150 1.00000 1.00000 0 0 0
    1.00 00431 0003 00035 -1156.15063 1.00000 1.00000 0 0 0
    1.00 00432 0003 00035 -1155.93149 1.00000 1.00000 0 0 0
    1.00 00433 0002 00030 -1135.67242 1.00000 1.00000 0 0 0
    1.00 00434 0002 00041 -1136.63349 1.00000 1.00000 0 0 0
    1.00 00435 0002 00033 -1103.54655 1.00000 1.00000 0 0 0
    1.00 00436 0002 00035 -1077.62239 1.00000 1.00000 0 0 0
    1.00 00437 0003 00032 -1065.99699 1.00000 1.00000 0 0 0
    1.00 00438 0003 00034 -1045.80009 1.00000 1.00000 0 0 0
    1.00 00439 0003 00032 -1065.30442 1.00000 1.00000 0 0 0
    1.00 00440 0003 00033 -1088.04887 1.00000 1.00000 0 0 0
    1.00 00441 0003 00037 -1093.94424 1.00000 1.00000 0 0 0
    1.00 00442 0003 00037 -1119.67346 1.00000 1.00000 0 0 0
    1.00 00443 0002 00030 -1062.06146 1.00000 1.00000 0 0 0
    1.00 00444 0002 00030 -1043.95905 1.00000 1.00000 0 0 0
    1.00 00445 0002 00037 -1157.42009 1.00000 1.00000 0 0 0
    1.00 00446 0002 00037 -1103.63095 1.00000 1.00000 0 0 0
    1.00 00447 0002 00035 -1129.95491 1.00000 1.00000 0 0 0
    1.00 00448 0002 00036 -1129.35965 1.00000 1.00000 0 0 0
    1.00 00449 0002 00034 -1179.25304 1.00000 1.00000 0 0 0
    1.00 00450 0002 00033 -1127.22079 1.00000 1.00000 0 0 0
    1.00 00451 0003 00031 -1115.18931 1.00000 1.00000 0 0 0
    1.00 00452 0002 00030 -1148.86275 1.00000 1.00000 0 0 0
    1.00 00453 0003 00029 -1159.52984 1.00000 1.00000 0 0 0
    1.00 00454 0002 00031 -1192.69287 1.00000 1.00000 0 0 0
    1.00 00455 0003 00035 -1206.97811 1.00000 1.00000 0 0 0
    1.00 00456 0003 00042 -1366.85428 1.00000 1.00000 0 0 0
    1.00 00457 0004 00046 -1275.60280 1.00000 1.00000 0 0 0
    1.00 00458 0004 00044 -1297.47214 1.00000 1.00000 0 0 0
    1.00 00459 0003 00040 -1243.41233 1.00000 1.00000 0 0 0
    1.00 00460 0003 00041 -1276.71313 1.00000 1.00000 0 0 0
    1.00 00461 0003 00035 -1181.44850 1.00000 1.00000 0 0 0
    1.00 00462 0002 00035 -1227.51476 1.00000 1.00000 0 0 0
    1.00 00463 0002 00042 -1317.91001 1.00000 1.00000 0 0 0
    1.00 00464 0003 00041 -1318.64419 1.00000 1.00000 0 0 0
    1.00 00465 0002 00043 -1353.32116 1.00000 1.00000 0 0 0
    1.00 00466 0002 00044 -1441.42415 1.00000 1.00000 0 0 0
    1.00 00467 0002 00041 -1470.13391 1.00000 1.00000 0 0 0
    1.00 00468 0004 00046 -1508.09876 1.00000 1.00000 0 0 0
    1.00 00469 0002 00044 -1489.53123 1.00000 1.00000 0 0 0
    1.00 00470 0002 00043 -1511.12979 1.00000 1.00000 0 0 0
    1.00 00471 0002 00046 -1539.34559 1.00000 1.00000 0 0 0
    1.00 00472 0002 00042 -1495.14799 1.00000 1.00000 0 0 0
    1.00 00473 0002 00041 -1511.24465 1.00000 1.00000 0 0 0
    1.00 00474 0002 00043 -1497.40428 1.00000 1.00000 0 0 0
    1.00 00475 0002 00047 -1536.32168 1.00000 1.00000 0 0 0
    1.00 00476 0002 00046 -1476.30552 1.00000 1.00000 0 0 0
    1.00 00477 0003 00036 -1385.87341 1.00000 1.00000 0 0 0
    1.00 00478 0002 00039 -1440.73011 1.00000 1.00000 0 0 0
    1.00 00479 0002 00038 -1421.79031 1.00000 1.00000 0 0 0
    1.00 00480 0002 00037 -1444.62915 1.00000 1.00000 0 0 0
    1.00 00481 0002 00035 -1454.10226 1.00000 1.00000 0 0 0
    1.00 00482 0002 00043 -1500.04885 1.00000 1.00000 0 0 0
    1.00 00483 0002 00038 -1507.98328 1.00000 1.00000 0 0 0
    1.00 00484 0003 00041 -1469.31200 1.00000 1.00000 0 0 0
    1.00 00485 0003 00039 -1431.94937 1.00000 1.00000 0 0 0
    1.00 00486 0002 00045 -1486.50685 1.00000 1.00000 0 0 0
    1.00 00487 0002 00034 -1431.94851 1.00000 1.00000 0 0 0
    1.00 00488 0002 00035 -1436.01562 1.00000 1.00000 0 0 0
    1.00 00489 0002 00040 -1372.38272 1.00000 1.00000 0 0 0
    1.00 00490 0002 00035 -1349.27038 1.00000 1.00000 0 0 0
    1.00 00491 0002 00035 -1345.50618 1.00000 1.00000 0 0 0
    1.00 00492 0002 00045 -1437.59553 1.00000 1.00000 0 0 0
    1.00 00493 0002 00043 -1396.77295 1.00000 1.00000 0 0 0
    1.00 00494 0002 00038 -1351.67913 1.00000 1.00000 0 0 0
    1.00 00495 0003 00040 -1359.30754 1.00000 1.00000 0 0 0
    1.00 00496 0002 00039 -1364.74818 1.00000 1.00000 0 0 0
    1.00 00497 0002 00039 -1333.50068 1.00000 1.00000 0 0 0
    1.00 00498 0002 00046 -1364.03832 1.00000 1.00000 0 0 0
    1.00 00499 0002 00041 -1370.13912 1.00000 1.00000 0 0 0
    1.00 00500 0002 00041 -1414.17764 1.00000 1.00000 0 0 0
    1.00 00501 0002 00040 -1362.71319 1.00000 1.00000 0 0 0
    1.00 00502 0003 00041 -1417.33530 1.00000 1.00000 0 0 0
    1.00 00503 0002 00037 -1420.45820 1.00000 1.00000 0 0 0
    1.00 00504 0002 00041 -1409.79578 1.00000 1.00000 0 0 0
    1.00 00505 0003 00037 -1384.47749 1.00000 1.00000 0 0 0
    1.00 00506 0002 00038 -1362.51854 1.00000 1.00000 0 0 0
    1.00 00507 0002 00038 -1355.83644 1.00000 1.00000 0 0 0
    1.00 00508 0002 00039 -1379.70611 1.00000 1.00000 0 0 0
    1.00 00509 0002 00042 -1348.05132 1.00000 1.00000 0 0 0
    1.00 00510 0002 00041 -1452.70526 1.00000 1.00000 0 0 0
    1.00 00511 0002 00039 -1407.93256 1.00000 1.00000 0 0 0
    1.00 00512 0002 00043 -1435.61361 1.00000 1.00000 0 0 0
    1.00 00513 0002 00048 -1490.58706 1.00000 1.00000 0 0 0
    1.00 00514 0002 00045 -1432.54111 1.00000 1.00000 0 0 0
    1.00 00515 0002 00041 -1431.15318 1.00000 1.00000 0 0 0
    1.00 00516 0003 00041 -1443.95729 1.00000 1.00000 0 0 0
    1.00 00517 0003 00043 -1434.75596 1.00000 1.00000 0 0 0
    1.00 00518 0005 00041 -1389.24332 1.00000 1.00000 0 0 0
    1.00 00519 0004 00036 -1313.66316 1.00000 1.00000 0 0 0
    1.00 00520 0002 00036 -1307.81787 1.00000 1.00000 0 0 0
    1.00 00521 0003 00034 -1274.92469 1.00000 1.00000 0 0 0
    1.00 00522 0003 00037 -1252.32289 1.00000 1.00000 0 0 0
    1.00 00523 0003 00038 -1296.80372 1.00000 1.00000 0 0 0
    1.00 00524 0002 00032 -1316.22573 1.00000 1.00000 0 0 0
    1.00 00525 0002 00038 -1310.63172 1.00000 1.00000 0 0 0
    1.00 00526 0002 00036 -1311.71500 1.00000 1.00000 0 0 0
    1.00 00527 0002 00039 -1311.00471 1.00000 1.00000 0 0 0
    1.00 00528 0002 00036 -1306.14469 1.00000 1.00000 0 0 0
    1.00 00529 0002 00036 -1341.05370 1.00000 1.00000 0 0 0
    1.00 00530 0002 00033 -1286.03861 1.00000 1.00000 0 0 0
    1.00 00531 0003 00033 -1278.59611 1.00000 1.00000 0 0 0
    1.00 00532 0002 00035 -1196.76004 1.00000 1.00000 0 0 0
    1.00 00533 0002 00030 -1179.43337 1.00000 1.00000 0 0 0
    1.00 00534 0002 00036 -1234.58373 1.00000 1.00000 0 0 0
    1.00 00535 0002 00040 -1345.83564 1.00000 1.00000 0 0 0
    1.00 00536 0002 00043 -1390.68945 1.00000 1.00000 0 0 0
    1.00 00537 0002 00044 -1429.92377 1.00000 1.00000 0 0 0
    1.00 00538 0002 00044 -1353.72872 1.00000 1.00000 0 0 0
    1.00 00539 0002 00044 -1340.27408 1.00000 1.00000 0 0 0
    1.00 00540 0002 00044 -1404.89691 1.00000 1.00000 0 0 0
    1.00 00541 0002 00041 -1359.50253 1.00000 1.00000 0 0 0
    1.00 00542 0002 00041 -1377.01504 1.00000 1.00000 0 0 0
    1.00 00543 0002 00036 -1325.14654 1.00000 1.00000 0 0 0
    1.00 00544 0002 00035 -1295.31194 1.00000 1.00000 0 0 0
    1.00 00545 0003 00036 -1322.37034 1.00000 1.00000 0 0 0
    1.00 00546 0006 00037 -1297.04020 1.00000 1.00000 0 0 0
    1.00 00547 0004 00034 -1270.57338 1.00000 1.00000 0 0 0
    1.00 00548 0003 00030 -1239.04880 1.00000 1.00000 0 0 0
    1.00 00549 0002 00035 -1272.94700 1.00000 1.00000 0 0 0
    1.00 00550 0002 00035 -1297.29483 1.00000 1.00000 0 0 0
    1.00 00551 0002 00030 -1231.77070 1.00000 1.00000 0 0 0
    1.00 00552 0002 00028 -1262.98488 1.00000 1.00000 0 0 0
    1.00 00553 0003 00037 -1261.47791 1.00000 1.00000 0 0 0
    1.00 00554 0002 00037 -1301.33772 1.00000 1.00000 0 0 0
    1.00 00555 0002 00040 -1353.39794 1.00000 1.00000 0 0 0
    1.00 00556 0002 00035 -1381.00407 1.00000 1.00000 0 0 0
    1.00 00557 0002 00043 -1403.66989 1.00000 1.00000 0 0 0
    1.00 00558 0002 00045 -1416.71762 1.00000 1.00000 0 0 0
    1.00 00559 0002 00038 -1373.49885 1.00000 1.00000 0 0 0
    1.00 00560 0002 00035 -1363.61935 1.00000 1.00000 0 0 0
    1.00 00561 0002 00037 -1418.79655 1.00000 1.00000 0 0 0
    1.00 00562 0002 00039 -1425.00685 1.00000 1.00000 0 0 0
    1.00 00563 0002 00036 -1443.82402 1.00000 1.00000 0 0 0
    1.00 00564 0002 00036 -1432.89492 1.00000 1.00000 0 0 0
    1.00 00565 0002 00036 -1421.33693 1.00000 1.00000 0 0 0
    1.00 00566 0002 00039 -1400.99106 1.00000 1.00000 0 0 0
    1.00 00567 0003 00043 -1430.42530 1.00000 1.00000 0 0 0
    1.00 00568 0003 00040 -1478.52996 1.00000 1.00000 0 0 0
    1.00 00569 0002 00039 -1413.13550 1.00000 1.00000 0 0 0
    1.00 00570 0002 00041 -1459.20683 1.00000 1.00000 0 0 0
    1.00 00571 0003 00042 -1435.05453 1.00000 1.00000 0 0 0
    1.00 00572 0002 00037 -1374.01559 1.00000 1.00000 0 0 0
    1.00 00573 0002 00039 -1387.26557 1.00000 1.00000 0 0 0
    1.00 00574 0002 00035 -1366.90485 1.00000 1.00000 0 0 0
    1.00 00575 0002 00040 -1368.82540 1.00000 1.00000 0 0 0
    1.00 00576 0004 00041 -1244.52594 1.00000 1.00000 0 0 0
    1.00 00577 0002 00041 -1275.42970 1.00000 1.00000 0 0 0
    1.00 00578 0003 00048 -1351.39735 1.00000 1.00000 0 0 0
    1.00 00579 0002 00045 -1364.47714 1.00000 1.00000 0 0 0
    1.00 00580 0002 00036 -1342.94278 1.00000 1.00000 0 0 0
    1.00 00581 0002 00044 -1386.09586 1.00000 1.00000 0 0 0
    1.00 00582 0003 00039 -1380.49899 1.00000 1.00000 0 0 0
    1.00 00583 0002 00039 -1375.53585 1.00000 1.00000 0 0 0
    1.00 00584 0002 00039 -1387.41713 1.00000 1.00000 0 0 0
    1.00 00585 0002 00035 -1393.06726 1.00000 1.00000 0 0 0
    1.00 00586 0002 00039 -1333.84765 1.00000 1.00000 0 0 0
    1.00 00587 0002 00039 -1382.63481 1.00000 1.00000 0 0 0
    1.00 00588 0002 00045 -1429.32224 1.00000 1.00000 0 0 0
    1.00 00589 0002 00044 -1499.79969 1.00000 1.00000 0 0 0
    1.00 00590 0002 00042 -1514.16353 1.00000 1.00000 0 0 0
    1.00 00591 0003 00043 -1532.40871 1.00000 1.00000 0 0 0
    1.00 00592 0002 00044 -1537.26644 1.00000 1.00000 0 0 0
    1.00 00593 0002 00040 -1534.37676 1.00000 1.00000 0 0 0
    1.00 00594 0003 00041 -1512.32660 1.00000 1.00000 0 0 0
    1.00 00595 0003 00046 -1597.88722 1.00000 1.00000 0 0 0
    1.00 00596 0003 00047 -1556.08285 1.00000 1.00000 0 0 0
    1.00 00597 0003 00043 -1573.20562 1.00000 1.00000 0 0 0
    1.00 00598 0003 00046 -1589.01398 1.00000 1.00000 0 0 0
    1.00 00599 0002 00045 -1520.38208 1.00000 1.00000 0 0 0
    1.00 00600 0002 00043 -1512.09270 1.00000 1.00000 0 0 0
    1.00 00601 0002 00041 -1467.58973 1.00000 1.00000 0 0 0
    1.00 00602 0002 00042 -1588.63114 1.00000 1.00000 0 0 0
    1.00 00603 0002 00037 -1542.85871 1.00000 1.00000 0 0 0
    1.00 00604 0003 00038 -1488.83606 1.00000 1.00000 0 0 0
    1.00 00605 0002 00040 -1450.80469 1.00000 1.00000 0 0 0
    1.00 00606 0002 00043 -1501.61897 1.00000 1.00000 0 0 0
    1.00 00607 0002 00039 -1571.60654 1.00000 1.00000 0 0 0
    1.00 00608 0002 00040 -1596.13486 1.00000 1.00000 0 0 0
    1.00 00609 0002 00040 -1563.50564 1.00000 1.00000 0 0 0
    1.00 00610 0002 00042 -1524.48616 1.00000 1.00000 0 0 0
    1.00 00611 0003 00040 -1404.63995 1.00000 1.00000 0 0 0
    1.00 00612 0003 00035 -1320.69193 1.00000 1.00000 0 0 0
    1.00 00613 0005 00037 -1297.44556 1.00000 1.00000 0 0 0
    1.00 00614 0004 00040 -1358.37516 1.00000 1.00000 0 0 0
    1.00 00615 0006 00039 -1401.88260 1.00000 1.00000 0 0 0
    1.00 00616 0003 00042 -1420.49078 1.00000 1.00000 0 0 0
    1.00 00617 0003 00036 -1395.57178 1.00000 1.00000 0 0 0
    1.00 00618 0003 00037 -1385.21005 1.00000 1.00000 0 0 0
    1.00 00619 0003 00035 -1376.08051 1.00000 1.00000 0 0 0
    1.00 00620 0003 00038 -1382.06082 1.00000 1.00000 0 0 0
    1.00 00621 0004 00039 -1372.55997 1.00000 1.00000 0 0 0
    1.00 00622 0002 00040 -1406.61684 1.00000 1.00000 0 0 0
    1.00 00623 0002 00038 -1489.40248 1.00000 1.00000 0 0 0
    1.00 00624 0002 00041 -1543.05463 1.00000 1.00000 0 0 0
    1.00 00625 0003 00037 -1571.35088 1.00000 1.00000 0 0 0
    1.00 00626 0003 00038 -1559.62176 1.00000 1.00000 0 0 0
    1.00 00627 0003 00044 -1626.09285 1.00000 1.00000 0 0 0
    1.00 00628 0003 00043 -1667.21044 1.00000 1.00000 0 0 0
    1.00 00629 0002 00040 -1610.05704 1.00000 1.00000 0 0 0
    1.00 00630 0002 00043 -1621.39551 1.00000 1.00000 0 0 0
    1.00 00631 0002 00041 -1614.68268 1.00000 1.00000 0 0 0
    1.00 00632 0003 00042 -1619.61365 1.00000 1.00000 0 0 0
    1.00 00633 0002 00043 -1589.30161 1.00000 1.00000 0 0 0
    1.00 00634 0002 00038 -1525.91664 1.00000 1.00000 0 0 0
    1.00 00635 0002 00035 -1497.26761 1.00000 1.00000 0 0 0
    1.00 00636 0002 00034 -1427.63505 1.00000 1.00000 0 0 0
    1.00 00637 0002 00037 -1437.51412 1.00000 1.00000 0 0 0
    1.00 00638 0002 00034 -1436.31368 1.00000 1.00000 0 0 0
    1.00 00639 0002 00040 -1469.86338 1.00000 1.00000 0 0 0
    1.00 00640 0002 00036 -1385.60953 1.00000 1.00000 0 0 0
    1.00 00641 0002 00041 -1446.30924 1.00000 1.00000 0 0 0
    1.00 00642 0003 00037 -1326.09962 1.00000 1.00000 0 0 0
    1.00 00643 0003 00035 -1279.01348 1.00000 1.00000 0 0 0
    1.00 00644 0006 00042 -1271.75865 1.00000 1.00000 0 0 0
    1.00 00645 0003 00040 -1292.95891 1.00000 1.00000 0 0 0
    1.00 00646 0003 00042 -1261.27217 1.00000 1.00000 0 0 0
    1.00 00647 0002 00036 -1237.95746 1.00000 1.00000 0 0 0
    1.00 00648 0002 00038 -1287.61317 1.00000 1.00000 0 0 0
    1.00 00649 0002 00040 -1367.90417 1.00000 1.00000 0 0 0
    1.00 00650 0002 00041 -1412.71707 1.00000 1.00000 0 0 0
    1.00 00651 0002 00047 -1489.98498 1.00000 1.00000 0 0 0
    1.00 00652 0003 00044 -1443.13436 1.00000 1.00000 0 0 0
    1.00 00653 0002 00047 -1519.69500 1.00000 1.00000 0 0 0
    1.00 00654 0003 00046 -1494.13061 1.00000 1.00000 0 0 0
    1.00 00655 0004 00052 -1518.80913 1.00000 1.00000 0 0 0
    1.00 00656 0002 00044 -1535.92266 1.00000 1.00000 0 0 0
    1.00 00657 0003 00044 -1492.12944 1.00000 1.00000 0 0 0
    1.00 00658 0002 00044 -1440.77087 1.00000 1.00000 0 0 0
    1.00 00659 0002 00046 -1547.76657 1.00000 1.00000 0 0 0
    1.00 00660 0002 00040 -1491.75476 1.00000 1.00000 0 0 0
    1.00 00661 0003 00045 -1509.60203 1.00000 1.00000 0 0 0
    1.00 00662 0003 00045 -1499.73243 1.00000 1.00000 0 0 0
    1.00 00663 0003 00039 -1425.46358 1.00000 1.00000 0 0 0
    1.00 00664 0002 00034 -1378.58181 1.00000 1.00000 0 0 0
    1.00 00665 0003 00035 -1384.04099 1.00000 1.00000 0 0 0
    1.00 00666 0003 00039 -1555.25849 1.00000 1.00000 0 0 0
    1.00 00667 0002 00039 -1565.66297 1.00000 1.00000 0 0 0
    1.00 00668 0002 00042 -1568.07995 1.00000 1.00000 0 0 0
    1.00 00669 0003 00044 -1580.64679 1.00000 1.00000 0 0 0
    1.00 00670 0003 00050 -1635.17345 1.00000 1.00000 0 0 0
    1.00 00671 0002 00046 -1547.62843 1.00000 1.00000 0 0 0
    1.00 00672 0003 00042 -1451.38312 1.00000 1.00000 0 0 0
    1.00 00673 0002 00046 -1427.56656 1.00000 1.00000 0 0 0
    1.00 00674 0002 00039 -1363.84745 1.00000 1.00000 0 0 0
    1.00 00675 0002 00038 -1392.42157 1.00000 1.00000 0 0 0
    1.00 00676 0002 00042 -1453.62555 1.00000 1.00000 0 0 0
    1.00 00677 0002 00033 -1469.88708 1.00000 1.00000 0 0 0
    1.00 00678 0002 00036 -1485.47392 1.00000 1.00000 0 0 0
    1.00 00679 0002 00033 -1453.77885 1.00000 1.00000 0 0 0
    1.00 00680 0002 00033 -1427.96372 1.00000 1.00000 0 0 0
    1.00 00681 0002 00033 -1421.74045 1.00000 1.00000 0 0 0
    1.00 00682 0003 00041 -1473.49830 1.00000 1.00000 0 0 0
    1.00 00683 0003 00038 -1474.58411 1.00000 1.00000 0 0 0
    1.00 00684 0003 00040 -1490.45835 1.00000 1.00000 0 0 0
    1.00 00685 0003 00039 -1490.46602 1.00000 1.00000 0 0 0
    1.00 00686 0003 00040 -1492.85669 1.00000 1.00000 0 0 0
    1.00 00687 0002 00039 -1477.96484 1.00000 1.00000 0 0 0
    1.00 00688 0002 00042 -1469.89230 1.00000 1.00000 0 0 0
    1.00 00689 0002 00037 -1403.90901 1.00000 1.00000 0 0 0
    1.00 00690 0002 00032 -1390.33535 1.00000 1.00000 0 0 0
    1.00 00691 0003 00038 -1436.02595 1.00000 1.00000 0 0 0
    1.00 00692 0003 00040 -1490.51357 1.00000 1.00000 0 0 0
    1.00 00693 0003 00044 -1547.54611 1.00000 1.00000 0 0 0
    1.00 00694 0002 00042 -1541.03338 1.00000 1.00000 0 0 0
    1.00 00695 0002 00044 -1556.13712 1.00000 1.00000 0 0 0
    1.00 00696 0003 00041 -1565.76821 1.00000 1.00000 0 0 0
    1.00 00697 0002 00039 -1562.18931 1.00000 1.00000 0 0 0
    1.00 00698 0002 00044 -1547.24323 1.00000 1.00000 0 0 0
    1.00 00699 0002 00039 -1532.78553 1.00000 1.00000 0 0 0
    1.00 00700 0002 00044 -1525.63393 1.00000 1.00000 0 0 0
    1.00 00701 0002 00047 -1542.85875 1.00000 1.00000 0 0 0
    1.00 00702 0002 00047 -1564.12683 1.00000 1.00000 0 0 0
    1.00 00703 0004 00049 -1629.02959 1.00000 1.00000 0 0 0
    1.00 00704 0003 00055 -1640.89053 1.00000 1.00000 0 0 0
    1.00 00705 0002 00049 -1578.35311 1.00000 1.00000 0 0 0
    1.00 00706 0002 00039 -1492.76375 1.00000 1.00000 0 0 0
    1.00 00707 0003 00041 -1474.79597 1.00000 1.00000 0 0 0
    1.00 00708 0002 00041 -1443.58597 1.00000 1.00000 0 0 0
    1.00 00709 0002 00042 -1443.80794 1.00000 1.00000 0 0 0
    1.00 00710 0003 00042 -1488.48088 1.00000 1.00000 0 0 0
    1.00 00711 0002 00044 -1552.95174 1.00000 1.00000 0 0 0
    1.00 00712 0002 00038 -1567.72333 1.00000 1.00000 0 0 0
    1.00 00713 0002 00040 -1562.59642 1.00000 1.00000 0 0 0
    1.00 00714 0002 00044 -1624.62981 1.00000 1.00000 0 0 0
    1.00 00715 0002 00047 -1647.94449 1.00000 1.00000 0 0 0
    1.00 00716 0002 00046 -1674.15581 1.00000 1.00000 0 0 0
    1.00 00717 0002 00053 -1701.08236 1.00000 1.00000 0 0 0
    1.00 00718 0002 00051 -1736.60106 1.00000 1.00000 0 0 0
    1.00 00719 0002 00050 -1690.70931 1.00000 1.00000 0 0 0
    1.00 00720 0003 00055 -1777.94024 1.00000 1.00000 0 0 0
    1.00 00721 0002 00057 -1862.78418 1.00000 1.00000 0 0 0
    1.00 00722 0002 00056 -1888.34314 1.00000 1.00000 0 0 0
    1.00 00723 0002 00054 -1787.10157 1.00000 1.00000 0 0 0
    1.00 00724 0004 00058 -1744.48519 1.00000 1.00000 0 0 0
    1.00 00725 0003 00051 -1687.28967 1.00000 1.00000 0 0 0
    1.00 00726 0003 00049 -1692.50306 1.00000 1.00000 0 0 0
    1.00 00727 0003 00045 -1662.22083 1.00000 1.00000 0 0 0
    1.00 00728 0003 00048 -1598.18690 1.00000 1.00000 0 0 0
    1.00 00729 0003 00043 -1519.18616 1.00000 1.00000 0 0 0
    1.00 00730 0003 00036 -1490.56919 1.00000 1.00000 0 0 0
    1.00 00731 0002 00039 -1533.35718 1.00000 1.00000 0 0 0
    1.00 00732 0003 00037 -1508.14941 1.00000 1.00000 0 0 0
    1.00 00733 0002 00039 -1544.76944 1.00000 1.00000 0 0 0
    1.00 00734 0004 00048 -1572.19374 1.00000 1.00000 0 0 0
    1.00 00735 0003 00043 -1567.19510 1.00000 1.00000 0 0 0
    1.00 00736 0003 00045 -1586.05319 1.00000 1.00000 0 0 0
    1.00 00737 0002 00041 -1623.04784 1.00000 1.00000 0 0 0
    1.00 00738 0002 00041 -1625.76646 1.00000 1.00000 0 0 0
    1.00 00739 0002 00042 -1573.06306 1.00000 1.00000 0 0 0
    1.00 00740 0002 00041 -1543.30660 1.00000 1.00000 0 0 0
    1.00 00741 0002 00044 -1596.77226 1.00000 1.00000 0 0 0
    1.00 00742 0002 00046 -1612.09164 1.00000 1.00000 0 0 0
    1.00 00743 0002 00047 -1652.55371 1.00000 1.00000 0 0 0
    1.00 00744 0002 00044 -1639.21090 1.00000 1.00000 0 0 0
    1.00 00745 0002 00042 -1582.17612 1.00000 1.00000 0 0 0
    1.00 00746 0002 00047 -1626.47138 1.00000 1.00000 0 0 0
    1.00 00747 0003 00042 -1678.08440 1.00000 1.00000 0 0 0
    1.00 00748 0003 00047 -1709.64884 1.00000 1.00000 0 0 0
    1.00 00749 0002 00043 -1699.29605 1.00000 1.00000 0 0 0
    1.00 00750 0003 00046 -1710.23387 1.00000 1.00000 0 0 0
    1.00 00751 0002 00046 -1650.47835 1.00000 1.00000 0 0 0
