time iter num.topics num.tables likelihood gamma alpha split merge trial
    1.00 00752 0002 00050 -1645.23948 1.00000 1.00000 0 0 0
    1.00 00753 0002 00050 -1594.60717 1.00000 1.00000 0 0 0
    1.00 00754 0002 00048 -1623.17221 1.00000 1.00000 0 0 0
    1.00 00755 0002 00044 -1558.29594 1.00000 1.00000 0 0 0
    1.00 00756 0002 00041 -1474.54263 1.00000 1.00000 0 0 0
    1.00 00757 0002 00037 -1389.52068 1.00000 1.00000 0 0 0
    1.00 00758 0002 00039 -1390.83838 1.00000 1.00000 0 0 0
    1.00 00759 0002 00039 -1396.96139 1.00000 1.00000 0 0 0
    1.00 00760 0003 00042 -1385.69048 1.00000 1.00000 0 0 0
    1.00 00761 0003 00039 -1351.39573 1.00000 1.00000 0 0 0
    1.00 00762 0002 00035 -1307.86270 1.00000 1.00000 0 0 0
    1.00 00763 0003 00036 -1257.24607 1.00000 1.00000 0 0 0
    1.00 00764 0003 00035 -1227.67911 1.00000 1.00000 0 0 0
    1.00 00765 0002 00026 -1154.95450 1.00000 1.00000 0 0 0
    1.00 00766 0002 00038 -1218.98699 1.00000 1.00000 0 0 0
    1.00 00767 0002 00034 -1232.93387 1.00000 1.00000 0 0 0
    1.00 00768 0002 00033 -1232.64681 1.00000 1.00000 0 0 0
    1.00 00769 0002 00034 -1217.30838 1.00000 1.00000 0 0 0
    1.00 00770 0002 00035 -1267.53727 1.00000 1.00000 0 0 0
    1.00 00771 0002 00034 -1203.30736 1.00000 1.00000 0 0 0
    1.00 00772 0003 00032 -1180.23960 1.00000 1.00000 0 0 0
    1.00 00773 0002 00033 -1134.52535 1.00000 1.00000 0 0 0
    1.00 00774 0002 00038 -1190.41425 1.00000 1.00000 0 0 0
    1.00 00775 0002 00033 -1112.21500 1.00000 1.00000 0 0 0
    1.00 00776 0004 00037 -1188.63591 1.00000 1.00000 0 0 0
    1.00 00777 0005 00037 -1141.93402 1.00000 1.00000 0 0 0
    1.00 00778 0004 00032 -1148.40472 1.00000 1.00000 0 0 0
    1.00 00779 0004 00044 -1262.39809 1.00000 1.00000 0 0 0
    1.00 00780 0003 00039 -1255.99855 1.00000 1.00000 0 0 0
    1.00 00781 0002 00035 -1219.09352 1.00000 1.00000 0 0 0
    1.00 00782 0002 00034 -1174.60140 1.00000 1.00000 0 0 0
    1.00 00783 0002 00038 -1232.96849 1.00000 1.00000 0 0 0
    1.00 00784 0002 00034 -1249.90840 1.00000 1.00000 0 0 0
    1.00 00785 0002 00041 -1195.15775 1.00000 1.00000 0 0 0
    1.00 00786 0002 00041 -1186.15644 1.00000 1.00000 0 0 0
    1.00 00787 0002 00037 -1117.30779 1.00000 1.00000 0 0 0
    1.00 00788 0002 00029 -1113.02152 1.00000 1.00000 0 0 0
    1.00 00789 0002 00035 -1147.40858 1.00000 1.00000 0 0 0
    1.00 00790 0003 00038 -1268.18338 1.00000 1.00000 0 0 0
    1.00 00791 0002 00040 -1351.24438 1.00000 1.00000 0 0 0
    1.00 00792 0002 00038 -1313.99159 1.00000 1.00000 0 0 0
    1.00 00793 0003 00039 -1349.77850 1.00000 1.00000 0 0 0
    1.00 00794 0002 00037 -1371.50829 1.00000 1.00000 0 0 0
    1.00 00795 0002 00041 -1419.18744 1.00000 1.00000 0 0 0
    1.00 00796 0002 00039 -1362.75599 1.00000 1.00000 0 0 0
    1.00 00797 0002 00034 -1377.01419 1.00000 1.00000 0 0 0
    1.00 00798 0003 00040 -1341.26967 1.00000 1.00000 0 0 0
    1.00 00799 0003 00039 -1328.99442 1.00000 1.00000 0 0 0
    1.00 00800 0002 00039 -1312.76198 1.00000 1.00000 0 0 0
    1.00 00801 0002 00033 -1345.13935 1.00000 1.00000 0 0 0
    1.00 00802 0002 00038 -1312.24460 1.00000 1.00000 0 0 0
    1.00 00803 0002 00040 -1268.23945 1.00000 1.00000 0 0 0
    1.00 00804 0002 00037 -1281.86111 1.00000 1.00000 0 0 0
    1.00 00805 0002 00043 -1312.09319 1.00000 1.00000 0 0 0
    1.00 00806 0002 00043 -1330.11352 1.00000 1.00000 0 0 0
    1.00 00807 0002 00037 -1263.29763 1.00000 1.00000 0 0 0
    1.00 00808 0002 00035 -1193.60352 1.00000 1.00000 0 0 0
    1.00 00809 0002 00037 -1211.65915 1.00000 1.00000 0 0 0
    1.00 00810 0002 00037 -1156.27929 1.00000 1.00000 0 0 0
    1.00 00811 0002 00031 -1118.98170 1.00000 1.00000 0 0 0
    1.00 00812 0002 00030 -1144.04728 1.00000 1.00000 0 0 0
    1.00 00813 0002 00035 -1141.80172 1.00000 1.00000 0 0 0
    1.00 00814 0002 00034 -1113.27689 1.00000 1.00000 0 0 0
    1.00 00815 0004 00044 -1199.08677 1.00000 1.00000 0 0 0
    1.00 00816 0004 00038 -1195.22261 1.00000 1.00000 0 0 0
    1.00 00817 0002 00035 -1265.19136 1.00000 1.00000 0 0 0
    1.00 00818 0002 00037 -1326.85347 1.00000 1.00000 0 0 0
    1.00 00819 0002 00041 -1308.61824 1.00000 1.00000 0 0 0
    1.00 00820 0003 00039 -1396.44604 1.00000 1.00000 0 0 0
    1.00 00821 0002 00036 -1380.17264 1.00000 1.00000 0 0 0
    1.00 00822 0002 00038 -1444.14263 1.00000 1.00000 0 0 0
    1.00 00823 0002 00041 -1433.89135 1.00000 1.00000 0 0 0
    1.00 00824 0002 00036 -1389.62480 1.00000 1.00000 0 0 0
    1.00 00825 0002 00036 -1355.24186 1.00000 1.00000 0 0 0
    1.00 00826 0004 00032 -1305.59947 1.00000 1.00000 0 0 0
    1.00 00827 0003 00039 -1360.43966 1.00000 1.00000 0 0 0
    1.00 00828 0002 00034 -1380.48940 1.00000 1.00000 0 0 0
    1.00 00829 0002 00030 -1380.39510 1.00000 1.00000 0 0 0
    1.00 00830 0002 00034 -1385.81648 1.00000 1.00000 0 0 0
    1.00 00831 0003 00040 -1415.03227 1.00000 1.00000 0 0 0
    1.00 00832 0002 00038 -1454.14720 1.00000 1.00000 0 0 0
    1.00 00833 0004 00042 -1494.68075 1.00000 1.00000 0 0 0
    1.00 00834 0002 00035 -1435.60606 1.00000 1.00000 0 0 0
    1.00 00835 0003 00039 -1435.78537 1.00000 1.00000 0 0 0
    1.00 00836 0002 00046 -1449.44912 1.00000 1.00000 0 0 0
    1.00 00837 0004 00044 -1473.06982 1.00000 1.00000 0 0 0
    1.00 00838 0002 00045 -1502.76707 1.00000 1.00000 0 0 0
    1.00 00839 0002 00041 -1529.91839 1.00000 1.00000 0 0 0
    1.00 00840 0002 00046 -1524.70301 1.00000 1.00000 0 0 0
    1.00 00841 0003 00040 -1445.10467 1.00000 1.00000 0 0 0
    1.00 00842 0003 00040 -1436.61564 1.00000 1.00000 0 0 0
    1.00 00843 0003 00043 -1428.21668 1.00000 1.00000 0 0 0
    1.00 00844 0002 00040 -1440.25050 1.00000 1.00000 0 0 0
    1.00 00845 0002 00045 -1440.49136 1.00000 1.00000 0 0 0
    1.00 00846 0002 00043 -1446.57909 1.00000 1.00000 0 0 0
    1.00 00847 0003 00042 -1422.43337 1.00000 1.00000 0 0 0
    1.00 00848 0003 00036 -1396.01728 1.00000 1.00000 0 0 0
    1.00 00849 0002 00033 -1282.36877 1.00000 1.00000 0 0 0
    1.00 00850 0002 00039 -1359.05080 1.00000 1.00000 0 0 0
    1.00 00851 0003 00037 -1360.23249 1.00000 1.00000 0 0 0
    1.00 00852 0003 00043 -1441.74423 1.00000 1.00000 0 0 0
    1.00 00853 0003 00042 -1474.67500 1.00000 1.00000 0 0 0
    1.00 00854 0002 00041 -1474.89168 1.00000 1.00000 0 0 0
    1.00 00855 0002 00036 -1416.75516 1.00000 1.00000 0 0 0
    1.00 00856 0002 00038 -1442.56757 1.00000 1.00000 0 0 0
    1.00 00857 0003 00041 -1415.74037 1.00000 1.00000 0 0 0
    1.00 00858 0003 00037 -1366.82845 1.00000 1.00000 0 0 0
    1.00 00859 0002 00038 -1425.94649 1.00000 1.00000 0 0 0
    1.00 00860 0002 00036 -1362.48315 1.00000 1.00000 0 0 0
    1.00 00861 0002 00039 -1404.09969 1.00000 1.00000 0 0 0
    1.00 00862 0002 00035 -1372.01440 1.00000 1.00000 0 0 0
    1.00 00863 0002 00037 -1376.64491 1.00000 1.00000 0 0 0
    1.00 00864 0004 00039 -1445.11047 1.00000 1.00000 0 0 0
    1.00 00865 0004 00037 -1458.72105 1.00000 1.00000 0 0 0
    1.00 00866 0003 00038 -1427.50404 1.00000 1.00000 0 0 0
    1.00 00867 0002 00044 -1480.75705 1.00000 1.00000 0 0 0
    1.00 00868 0002 00041 -1525.64546 1.00000 1.00000 0 0 0
    1.00 00869 0002 00039 -1489.94213 1.00000 1.00000 0 0 0
    1.00 00870 0002 00040 -1463.75778 1.00000 1.00000 0 0 0
    1.00 00871 0002 00042 -1475.28241 1.00000 1.00000 0 0 0
    1.00 00872 0003 00044 -1517.61289 1.00000 1.00000 0 0 0
    1.00 00873 0002 00044 -1526.81131 1.00000 1.00000 0 0 0
    1.00 00874 0002 00051 -1515.80849 1.00000 1.00000 0 0 0
    1.00 00875 0002 00044 -1456.44732 1.00000 1.00000 0 0 0
    1.00 00876 0002 00044 -1397.08468 1.00000 1.00000 0 0 0
    1.00 00877 0004 00041 -1423.51996 1.00000 1.00000 0 0 0
    1.00 00878 0004 00045 -1411.24110 1.00000 1.00000 0 0 0
    1.00 00879 0003 00043 -1424.90167 1.00000 1.00000 0 0 0
    1.00 00880 0002 00044 -1427.20773 1.00000 1.00000 0 0 0
    1.00 00881 0003 00046 -1415.97005 1.00000 1.00000 0 0 0
    1.00 00882 0002 00048 -1404.38099 1.00000 1.00000 0 0 0
    1.00 00883 0002 00051 -1392.70633 1.00000 1.00000 0 0 0
    1.00 00884 0002 00050 -1416.60390 1.00000 1.00000 0 0 0
    1.00 00885 0002 00044 -1340.99524 1.00000 1.00000 0 0 0
    1.00 00886 0002 00037 -1284.08840 1.00000 1.00000 0 0 0
    1.00 00887 0002 00037 -1319.90965 1.00000 1.00000 0 0 0
    1.00 00888 0002 00037 -1286.86694 1.00000 1.00000 0 0 0
    1.00 00889 0003 00038 -1334.55916 1.00000 1.00000 0 0 0
    1.00 00890 0002 00039 -1339.08684 1.00000 1.00000 0 0 0
    1.00 00891 0002 00038 -1320.95946 1.00000 1.00000 0 0 0
    1.00 00892 0003 00036 -1341.50811 1.00000 1.00000 0 0 0
    1.00 00893 0004 00035 -1339.10936 1.00000 1.00000 0 0 0
    1.00 00894 0003 00037 -1352.93547 1.00000 1.00000 0 0 0
    1.00 00895 0002 00042 -1315.06411 1.00000 1.00000 0 0 0
    1.00 00896 0002 00049 -1382.98088 1.00000 1.00000 0 0 0
    1.00 00897 0002 00049 -1424.69379 1.00000 1.00000 0 0 0
    1.00 00898 0002 00046 -1396.66296 1.00000 1.00000 0 0 0
    1.00 00899 0002 00046 -1458.26570 1.00000 1.00000 0 0 0
    1.00 00900 0003 00045 -1482.04605 1.00000 1.00000 0 0 0
    1.00 00901 0002 00042 -1483.36138 1.00000 1.00000 0 0 0
    1.00 00902 0002 00042 -1508.03712 1.00000 1.00000 0 0 0
    1.00 00903 0002 00040 -1458.17270 1.00000 1.00000 0 0 0
    1.00 00904 0002 00044 -1503.01186 1.00000 1.00000 0 0 0
    1.00 00905 0002 00047 -1485.04992 1.00000 1.00000 0 0 0
    1.00 00906 0002 00040 -1397.69980 1.00000 1.00000 0 0 0
    1.00 00907 0003 00044 -1418.61071 1.00000 1.00000 0 0 0
    1.00 00908 0002 00042 -1427.79797 1.00000 1.00000 0 0 0
    1.00 00909 0002 00039 -1389.44337 1.00000 1.00000 0 0 0
    1.00 00910 0002 00036 -1334.87189 1.00000 1.00000 0 0 0
    1.00 00911 0002 00033 -1336.15574 1.00000 1.00000 0 0 0
    1.00 00912 0004 00031 -1250.14313 1.00000 1.00000 0 0 0
    1.00 00913 0003 00031 -1200.51498 1.00000 1.00000 0 0 0
    1.00 00914 0003 00029 -1127.23617 1.00000 1.00000 0 0 0
    1.00 00915 0002 00028 -1153.95467 1.00000 1.00000 0 0 0
    1.00 00916 0002 00026 -1138.74838 1.00000 1.00000 0 0 0
    1.00 00917 0002 00027 -1174.05190 1.00000 1.00000 0 0 0
    1.00 00918 0002 00030 -1191.46237 1.00000 1.00000 0 0 0
    1.00 00919 0003 00033 -1231.49997 1.00000 1.00000 0 0 0
    1.00 00920 0002 00033 -1194.23168 1.00000 1.00000 0 0 0
    1.00 00921 0003 00031 -1256.14975 1.00000 1.00000 0 0 0
    1.00 00922 0003 00040 -1357.46628 1.00000 1.00000 0 0 0
    1.00 00923 0003 00038 -1354.98864 1.00000 1.00000 0 0 0
    1.00 00924 0002 00034 -1371.23861 1.00000 1.00000 0 0 0
    1.00 00925 0002 00040 -1399.12598 1.00000 1.00000 0 0 0
    1.00 00926 0003 00043 -1400.81612 1.00000 1.00000 0 0 0
    1.00 00927 0002 00038 -1328.59816 1.00000 1.00000 0 0 0
    1.00 00928 0003 00039 -1379.32388 1.00000 1.00000 0 0 0
    1.00 00929 0002 00034 -1363.68583 1.00000 1.00000 0 0 0
    1.00 00930 0002 00031 -1365.64643 1.00000 1.00000 0 0 0
    1.00 00931 0002 00036 -1429.94815 1.00000 1.00000 0 0 0
    1.00 00932 0004 00043 -1441.98210 1.00000 1.00000 0 0 0
    1.00 00933 0004 00042 -1531.53828 1.00000 1.00000 0 0 0
    1.00 00934 0004 00043 -1541.35719 1.00000 1.00000 0 0 0
    1.00 00935 0002 00046 -1558.40993 1.00000 1.00000 0 0 0
    1.00 00936 0002 00051 -1558.38951 1.00000 1.00000 0 0 0
    1.00 00937 0002 00048 -1539.12031 1.00000 1.00000 0 0 0
    1.00 00938 0003 00045 -1537.12119 1.00000 1.00000 0 0 0
    1.00 00939 0003 00050 -1622.36050 1.00000 1.00000 0 0 0
    1.00 00940 0003 00047 -1571.94522 1.00000 1.00000 0 0 0
    1.00 00941 0003 00050 -1554.57113 1.00000 1.00000 0 0 0
    1.00 00942 0002 00047 -1560.94723 1.00000 1.00000 0 0 0
    1.00 00943 0002 00047 -1628.83912 1.00000 1.00000 0 0 0
    1.00 00944 0003 00047 -1685.16162 1.00000 1.00000 0 0 0
    1.00 00945 0002 00047 -1694.90380 1.00000 1.00000 0 0 0
    1.00 00946 0002 00045 -1722.87835 1.00000 1.00000 0 0 0
    1.00 00947 0002 00046 -1714.19402 1.00000 1.00000 0 0 0
    1.00 00948 0002 00041 -1623.82698 1.00000 1.00000 0 0 0
    1.00 00949 0002 00037 -1596.99092 1.00000 1.00000 0 0 0
    1.00 00950 0002 00037 -1608.50389 1.00000 1.00000 0 0 0
    1.00 00951 0002 00045 -1587.25370 1.00000 1.00000 0 0 0
    1.00 00952 0003 00044 -1588.63723 1.00000 1.00000 0 0 0
    1.00 00953 0002 00041 -1601.84583 1.00000 1.00000 0 0 0
    1.00 00954 0002 00045 -1604.64924 1.00000 1.00000 0 0 0
    1.00 00955 0002 00045 -1581.55898 1.00000 1.00000 0 0 0
    1.00 00956 0002 00049 -1657.35863 1.00000 1.00000 0 0 0
    1.00 00957 0003 00047 -1600.96375 1.00000 1.00000 0 0 0
    1.00 00958 0002 00046 -1535.14465 1.00000 1.00000 0 0 0
    1.00 00959 0003 00045 -1544.58659 1.00000 1.00000 0 0 0
    1.00 00960 0002 00042 -1448.54632 1.00000 1.00000 0 0 0
    1.00 00961 0002 00040 -1352.83004 1.00000 1.00000 0 0 0
    1.00 00962 0002 00039 -1322.82342 1.00000 1.00000 0 0 0
    1.00 00963 0002 00035 -1333.63408 1.00000 1.00000 0 0 0
    1.00 00964 0002 00036 -1318.33439 1.00000 1.00000 0 0 0
    1.00 00965 0003 00038 -1348.48139 1.00000 1.00000 0 0 0
    1.00 00966 0004 00040 -1403.16619 1.00000 1.00000 0 0 0
    1.00 00967 0004 00046 -1458.11705 1.00000 1.00000 0 0 0
    1.00 00968 0003 00043 -1463.23939 1.00000 1.00000 0 0 0
    1.00 00969 0002 00039 -1394.26929 1.00000 1.00000 0 0 0
    1.00 00970 0003 00043 -1407.92598 1.00000 1.00000 0 0 0
    1.00 00971 0002 00047 -1409.51374 1.00000 1.00000 0 0 0
    1.00 00972 0002 00041 -1451.91688 1.00000 1.00000 0 0 0
    1.00 00973 0003 00045 -1493.73285 1.00000 1.00000 0 0 0
    1.00 00974 0003 00043 -1514.12392 1.00000 1.00000 0 0 0
    1.00 00975 0002 00046 -1562.17807 1.00000 1.00000 0 0 0
    1.00 00976 0003 00052 -1624.82283 1.00000 1.00000 0 0 0
    1.00 00977 0002 00048 -1604.72538 1.00000 1.00000 0 0 0
    1.00 00978 0002 00045 -1592.78758 1.00000 1.00000 0 0 0
    1.00 00979 0002 00047 -1602.42133 1.00000 1.00000 0 0 0
    1.00 00980 0002 00044 -1570.89227 1.00000 1.00000 0 0 0
    1.00 00981 0002 00044 -1453.14378 1.00000 1.00000 0 0 0
    1.00 00982 0002 00039 -1466.99067 1.00000 1.00000 0 0 0
    1.00 00983 0002 00040 -1448.64376 1.00000 1.00000 0 0 0
    1.00 00984 0002 00039 -1541.63425 1.00000 1.00000 0 0 0
    1.00 00985 0002 00039 -1526.60888 1.00000 1.00000 0 0 0
    1.00 00986 0002 00041 -1478.88025 1.00000 1.00000 0 0 0
    1.00 00987 0002 00044 -1511.63788 1.00000 1.00000 0 0 0
    1.00 00988 0002 00046 -1470.26412 1.00000 1.00000 0 0 0
    1.00 00989 0002 00049 -1481.81958 1.00000 1.00000 0 0 0
    1.00 00990 0002 00047 -1502.59150 1.00000 1.00000 0 0 0
    1.00 00991 0002 00044 -1468.98983 1.00000 1.00000 0 0 0
    1.00 00992 0002 00046 -1503.53739 1.00000 1.00000 0 0 0
    1.00 00993 0002 00042 -1429.31810 1.00000 1.00000 0 0 0
    1.00 00994 0002 00041 -1378.54359 1.00000 1.00000 0 0 0
    2.00 00995 0002 00039 -1352.47456 1.00000 1.00000 0 0 0
    2.00 00996 0002 00043 -1327.48561 1.00000 1.00000 0 0 0
    2.00 00997 0002 00040 -1328.58249 1.00000 1.00000 0 0 0
    2.00 00998 0002 00039 -1386.86129 1.00000 1.00000 0 0 0
    2.00 00999 0002 00039 -1437.74492 1.00000 1.00000 0 0 0
