"dt_partition","time_frame","dataset_name","X","N","rmse_flex_model","rmse_constraint_model","rmse_tailored_flex_lm","rmse_tailored_constr_lm"
"monthly","2015-11","salesforce",29,1404,0.41206064196692,0.0437775708493332,0.0172024931824909,0.0258714045867259
"monthly","2015-11","salesforce",30,1404,0.418988275550925,0.0437743543261132,0.017021076066093,0.025867758192086
"monthly","2015-11","salesforce",31,1404,0.425663710016529,0.0437151343925913,0.0169697833872018,0.0257957225830745
"monthly","2015-11","salesforce",32,1404,0.432144712296552,0.0436372095538276,0.0170206307090009,0.0257314556347428
"monthly","2015-11","salesforce",33,1404,0.438498701127715,0.0435522839770106,0.0170243367776265,0.0256782936695429
"monthly","2015-11","salesforce",34,1404,0.444755463496923,0.0435072324739369,0.0170584344829241,0.0256826670093441
"monthly","2015-11","salesforce",35,1404,0.450843179626201,0.0433928762014439,0.0169940494164848,0.0256433996325695
"monthly","2015-11","salesforce",36,1404,0.456775973173208,0.0432670982577599,0.0169770968051082,0.025614063709445
"monthly","2015-11","salesforce",37,1404,0.462605858091681,0.0431437432153527,0.0169269696462761,0.0256107504293263
"monthly","2015-11","salesforce",38,1404,0.468285253250863,0.042983517676708,0.0168688289563595,0.0255851443234832
"monthly","2015-11","salesforce",39,1404,0.473863107292954,0.042848403533609,0.0168545119340151,0.0256033500330645
"monthly","2015-11","salesforce",40,1404,0.47933776042087,0.042698008608637,0.0167831185836559,0.0256134384637721
"monthly","2015-11","salesforce",41,1404,0.484696879737475,0.0425277190780968,0.0166805158461192,0.025601459049175
"monthly","2015-11","salesforce",42,1404,0.489940056947186,0.042359379200766,0.016628503090001,0.025593105644955
"monthly","2015-11","salesforce",43,1404,0.49503380506697,0.0421650803148612,0.0166389389684086,0.0255753965922576
"monthly","2015-11","salesforce",44,1404,0.500041597735363,0.0419694197118426,0.0166120626757789,0.0255668955746291
"monthly","2015-11","salesforce",45,1404,0.504948881948704,0.0417605165162355,0.0165640850452085,0.0255695147277588
"monthly","2015-11","salesforce",46,1404,0.509703460453678,0.0415004494528165,0.0165260059252619,0.0255065457805163
"monthly","2015-11","salesforce",47,1404,0.514379229321415,0.0412468212201416,0.0164702659792054,0.0254661240215286
"monthly","2015-11","salesforce",48,1404,0.518978205667681,0.0409991491779601,0.0164046471188155,0.0254438169274419
"monthly","2015-11","salesforce",49,1404,0.523469012280206,0.0407168649077793,0.016296655007197,0.0253668213313098
"monthly","2015-11","salesforce",50,1404,0.527853558345216,0.0404072401163496,0.0161686242648033,0.0252785607314914
"monthly","2015-12","salesforce",2,1242,0.0845420477832671,0.0142933756570864,0.0199633717977727,0.0111954259883333
"monthly","2015-12","salesforce",3,1242,0.106179144082577,0.0198149349000309,0.0217805722362476,0.0144003930086958
"monthly","2015-12","salesforce",4,1242,0.127946802286368,0.0246040947179202,0.023176167307365,0.0171750039786353
"monthly","2015-12","salesforce",5,1242,0.147914624645644,0.0273942019676398,0.0230511044093349,0.0178622688763932
"monthly","2015-12","salesforce",6,1242,0.166451129884867,0.0295851245272286,0.0224999081906383,0.0179310942373011
"monthly","2015-12","salesforce",7,1242,0.184047007389322,0.0319879208455068,0.0222963116026519,0.018401354826213
"monthly","2015-12","salesforce",8,1242,0.201003723362451,0.0343458182046631,0.0216425424325519,0.0191802080591084
"monthly","2015-12","salesforce",9,1242,0.216814481523233,0.0364467861037063,0.0211911636812422,0.0198748884581445
"monthly","2015-12","salesforce",10,1242,0.231183986683027,0.0382312746385965,0.0215727030869029,0.0204315419318206
"monthly","2015-12","salesforce",11,1242,0.244931233439303,0.0398470497144808,0.0216349659558907,0.0209351663588162
"monthly","2015-12","salesforce",12,1242,0.257879677124433,0.0412889706258193,0.0219239272688308,0.0214152369750552
"monthly","2015-12","salesforce",13,1242,0.270522440614895,0.0428167146446005,0.0221027397398536,0.0220779786962109
"monthly","2015-12","salesforce",14,1242,0.282499960445598,0.0441011124134757,0.022164245940844,0.0225864732529066
"monthly","2015-12","salesforce",15,1242,0.293894079503281,0.0452185365834406,0.0223107029270443,0.0230003358321718
"monthly","2015-12","salesforce",16,1242,0.305075009795977,0.0462671967314918,0.0220423796253092,0.0234378238698811
"monthly","2015-12","salesforce",17,1242,0.315826968689146,0.0472333787673919,0.0218448389175751,0.0238921038135481
"monthly","2015-12","salesforce",18,1242,0.326111029249193,0.0479758745798097,0.0214437469568622,0.0241225614508453
"monthly","2015-12","salesforce",19,1242,0.335914053821661,0.0486496710556304,0.0213263579540523,0.0243186675200756
"monthly","2015-12","salesforce",20,1242,0.345380811671927,0.0492488836154918,0.0211757162363629,0.0244530101267223
"monthly","2015-12","salesforce",21,1242,0.354587196303806,0.0498458921934902,0.0211242897133644,0.0246893045563428
"monthly","2015-12","salesforce",22,1242,0.36351575978787,0.0503581960862552,0.0209913160890239,0.024896045039532
"monthly","2015-12","salesforce",23,1242,0.3722504285408,0.0508659171364446,0.0208204247465926,0.0251430419801961
"monthly","2015-12","salesforce",24,1242,0.380735669585823,0.0513432965403509,0.0206643351327975,0.0254069806726869
"monthly","2015-12","salesforce",25,1242,0.388973227471867,0.0517342629820056,0.0203903757400037,0.0256035059665568
"monthly","2015-12","salesforce",26,1242,0.396953292138782,0.052046181553823,0.0200878975684933,0.025748599972172
"monthly","2015-12","salesforce",27,1242,0.404693200964701,0.0522755693218345,0.019729640479156,0.0258748132173344
"monthly","2015-12","salesforce",28,1242,0.412107274236923,0.0524381135570864,0.0195690466244371,0.0259218346324649
"monthly","2015-12","salesforce",29,1242,0.419142185555023,0.052483542330041,0.019629272558817,0.0258706486232784
"monthly","2015-12","salesforce",30,1242,0.426079238221449,0.0525132550087305,0.0195301681370049,0.0258563509582097
"monthly","2015-12","salesforce",31,1242,0.432891428170588,0.0525067708184489,0.0193039181443314,0.0258331568832338
"monthly","2015-12","salesforce",32,1242,0.439506018912862,0.0524965034298263,0.0192137783102452,0.0258225974452326
"monthly","2015-12","salesforce",33,1242,0.44591630803046,0.0524158612164221,0.0190985030045937,0.0257625326415489
"monthly","2015-12","salesforce",34,1242,0.452135243186222,0.0523000352472453,0.0190318827513394,0.0256800416913273
"monthly","2015-12","salesforce",35,1242,0.458271443746028,0.0521844701177849,0.0188787763200417,0.0256281447023282
"monthly","2015-12","salesforce",36,1242,0.464314131812164,0.0520946269234388,0.0187464109505494,0.0256320351655031
"monthly","2015-12","salesforce",37,1242,0.470219264554929,0.0519835134946185,0.0186020332598787,0.0256125828099542
"monthly","2015-12","salesforce",38,1242,0.476006864692789,0.0518553282648744,0.018434072558076,0.0256110121587463
"monthly","2015-12","salesforce",39,1242,0.481653603341175,0.0516751282302418,0.0181943232154055,0.0255763756055939
"monthly","2015-12","salesforce",40,1242,0.487176189882816,0.0514618138593582,0.0178894829532546,0.0254908087485073
"monthly","2015-12","salesforce",41,1242,0.492544277935163,0.051240373378733,0.0176800143800347,0.0253764361800314
"monthly","2015-12","salesforce",42,1242,0.497736460132458,0.0509435301674728,0.017457911658089,0.0252197522635379
"monthly","2015-12","salesforce",43,1242,0.502784975635869,0.0505905568580921,0.0172067726663961,0.025051288006726
"monthly","2015-12","salesforce",44,1242,0.507700939864096,0.0502129222820968,0.0169844140733662,0.024875116152144
"monthly","2015-12","salesforce",45,1242,0.512491145789953,0.0498455419799326,0.0168759206274535,0.0247055585718524
"monthly","2015-12","salesforce",46,1242,0.517222139213086,0.0494932141409498,0.0167292066235848,0.024544999731907
"monthly","2015-12","salesforce",47,1242,0.521865920315042,0.0491429942480526,0.0166085303058834,0.024425519039979
"monthly","2015-12","salesforce",48,1242,0.526415973279342,0.0487930925543046,0.0165067115912717,0.024308689270235
"monthly","2015-12","salesforce",49,1242,0.530889103974609,0.0484426266772783,0.0163780231228573,0.0241871044369574
"monthly","2015-12","salesforce",50,1242,0.535262535281753,0.0480764976504342,0.0162609424492112,0.0240860575545339
"monthly","2015-1-","salesforce",2,1100,0.0823736674896165,0.0135220184099643,0.0176750573031747,0.0109530740515478
"monthly","2015-1-","salesforce",3,1100,0.103697697698362,0.0182721721732512,0.020128101095954,0.0129503869483962
"monthly","2015-1-","salesforce",4,1100,0.126886838131827,0.0231506484639115,0.0200853729823376,0.015602353211293
"monthly","2015-1-","salesforce",5,1100,0.147426700576611,0.0267572232138276,0.0206442168073722,0.0172886289741509
"monthly","2015-1-","salesforce",6,1100,0.166429986313045,0.0296248473796431,0.0206901022499844,0.0185054224671681
"monthly","2015-1-","salesforce",7,1100,0.18417053913485,0.0322280768285002,0.0207688788137927,0.0195888958725863
"monthly","2015-1-","salesforce",8,1100,0.199739634812174,0.0338907812134093,0.0214637030494463,0.0197405069271548
"monthly","2015-1-","salesforce",9,1100,0.214748131369873,0.0356019902541738,0.0218452861235497,0.0202004143349142
"monthly","2015-1-","salesforce",10,1100,0.228854011096876,0.0372358693410287,0.0225961467369959,0.0206687526592581
"monthly","2015-1-","salesforce",11,1100,0.242364410417775,0.0387779619993079,0.0231240959376369,0.0212899854304338
"monthly","2015-1-","salesforce",12,1100,0.255546834641254,0.0401457594920491,0.0229159127406781,0.0218465266136971
"monthly","2015-1-","salesforce",13,1100,0.268102877318651,0.0413452288718297,0.0226748269096404,0.0223572740276267
"monthly","2015-1-","salesforce",14,1100,0.280029592903901,0.0423777873061985,0.0224576153996961,0.0228100883574304
"monthly","2015-1-","salesforce",15,1100,0.291344594488542,0.0432289219324924,0.0223085609231512,0.0231363760445559
"monthly","2015-1-","salesforce",16,1100,0.302276336224181,0.0440270516382579,0.0221089504867589,0.0235059043960443
"monthly","2015-1-","salesforce",17,1100,0.312762313888866,0.0447489259540168,0.0219610005530858,0.0238794944411646
"monthly","2015-1-","salesforce",18,1100,0.322836972892457,0.0453790027892958,0.0218335834066254,0.024243924247952
"monthly","2015-1-","salesforce",19,1100,0.332522306124679,0.0458452290038638,0.0215306901896534,0.0245084929397688
"monthly","2015-1-","salesforce",20,1100,0.341740050754847,0.0461613489028666,0.0213088597307021,0.0246628758755411
"monthly","2015-1-","salesforce",21,1100,0.3507709357921,0.0464778258971983,0.0209779017653194,0.0248441379587411
"monthly","2015-1-","salesforce",22,1100,0.359582268196016,0.0467672186988065,0.0205606381271795,0.0250340768296827
"monthly","2015-1-","salesforce",23,1100,0.367995065442451,0.0468545315584589,0.0200282015607404,0.0251092196168597
"monthly","2015-1-","salesforce",24,1100,0.376123826601561,0.0469089993586953,0.0195877935959929,0.0251384915561469
"monthly","2015-1-","salesforce",25,1100,0.383909224986218,0.0468411142493372,0.0191794525483595,0.0250784238127842
"monthly","2015-1-","salesforce",26,1100,0.391495018320645,0.0467418350581916,0.0187367840814864,0.024993875434922
"monthly","2015-1-","salesforce",27,1100,0.398711188784408,0.0465188661608345,0.0184375201558124,0.0247996470145563
"monthly","2015-1-","salesforce",28,1100,0.405787339340595,0.0462560010699175,0.0179863824725233,0.0246166312774146
"monthly","2015-1-","salesforce",29,1100,0.412630407721182,0.0459590915525641,0.0176233949656447,0.0243722246970969
"monthly","2015-1-","salesforce",30,1100,0.41926570913253,0.0456499652502818,0.017373607199096,0.0240920923151135
"monthly","2015-1-","salesforce",31,1100,0.425759145195752,0.0453755815818647,0.0172449723505618,0.0238976231010509
"monthly","2015-1-","salesforce",32,1100,0.432122075416247,0.0451151659620193,0.01713590954622,0.0237276500459027
"monthly","2015-1-","salesforce",33,1100,0.438308411759153,0.0448240427277484,0.0170444061378978,0.0235326911761695
"monthly","2015-1-","salesforce",34,1100,0.444371835154887,0.0445562238951891,0.0170053433467554,0.0233741096153032
"monthly","2015-1-","salesforce",35,1100,0.450318012732885,0.0442633452526347,0.0168688146837167,0.0232048566063455
"monthly","2015-1-","salesforce",36,1100,0.456117752562651,0.0439394007207099,0.0167293504481678,0.0230363799645373
"monthly","2015-1-","salesforce",37,1100,0.461778755818128,0.0435719621621129,0.0165257282495732,0.0228509019093267
"monthly","2015-1-","salesforce",38,1100,0.467348338820026,0.0432137062899765,0.0163217863205951,0.0227246528533405
"monthly","2015-1-","salesforce",39,1100,0.472786071718058,0.0428469836427611,0.0161328676012086,0.0225687375437087
"monthly","2015-1-","salesforce",40,1100,0.478090200150693,0.0424622806594955,0.0159546699098082,0.0223698223866785
"monthly","2015-1-","salesforce",41,1100,0.483291899012032,0.0421174006868829,0.0158837774278037,0.0222007546324848
"monthly","2015-1-","salesforce",42,1100,0.488377782649642,0.0417738496895002,0.0158714029727729,0.0220684458554573
"monthly","2015-1-","salesforce",43,1100,0.493388716001434,0.0414277044103641,0.0158103115949637,0.0219689929194815
"monthly","2015-1-","salesforce",44,1100,0.498284959698927,0.0410531675343253,0.0157266659071963,0.0218715030470759
"monthly","2015-1-","salesforce",45,1100,0.50309716449376,0.0406843089678546,0.0156326193705945,0.0217751761678999
"monthly","2015-1-","salesforce",46,1100,0.507794305273385,0.0403072911095819,0.0155653737827443,0.0216634031613608
"monthly","2015-1-","salesforce",47,1100,0.512398174663406,0.0399231411121963,0.0154933774464588,0.0215483260212639
"monthly","2015-1-","salesforce",48,1100,0.516947350672998,0.0395507832308186,0.0153924887186716,0.0214704796142739
"monthly","2015-1-","salesforce",49,1100,0.521469697564678,0.0391896081427034,0.0151921910315036,0.0214204096836671
"monthly","2015-1-","salesforce",50,1100,0.525818600391256,0.0387713887929026,0.0150419812925282,0.0212912761261029
"monthly","2015-2-","salesforce",2,1242,0.089833382511714,0.0190925180110898,0.0140110188044263,0.0160715315890695
"monthly","2015-2-","salesforce",3,1242,0.109949965515248,0.0216250221257753,0.0150053197915132,0.0156430374734049
"monthly","2015-2-","salesforce",4,1242,0.133172074039176,0.0274987946215936,0.0169300140190356,0.0194787711022084
"monthly","2015-2-","salesforce",5,1242,0.152101933395006,0.0296042245891767,0.0178386569948451,0.0193867977989085
"monthly","2015-2-","salesforce",6,1242,0.170673575006588,0.032533644950183,0.0192744159290929,0.0204830658136976
"monthly","2015-2-","salesforce",7,1242,0.18766186654857,0.0345917064250445,0.0199386776124542,0.020886065839377
"monthly","2015-2-","salesforce",8,1242,0.20376617771224,0.0364396609558946,0.0200250440500692,0.021334368412216
"monthly","2015-2-","salesforce",9,1242,0.218804782276521,0.0380466085929478,0.0202276369484966,0.0217470568833941
"monthly","2015-2-","salesforce",10,1242,0.233153646774687,0.0395543135472628,0.0202241157185399,0.0222186745352795
"monthly","2015-2-","salesforce",11,1242,0.246627518112222,0.0408011548949691,0.0202489245636901,0.0224835332557171
"monthly","2015-2-","salesforce",12,1242,0.259483103856122,0.0420251976722436,0.0204199117117682,0.0229391295997379
"monthly","2015-2-","salesforce",13,1242,0.271753773353727,0.0431624768873843,0.0206395676999925,0.0234204280864234
"monthly","2015-2-","salesforce",14,1242,0.28363415336109,0.0441788628349194,0.0204284759318981,0.0238752879065675
"monthly","2015-2-","salesforce",15,1242,0.29485177688313,0.0449932770070427,0.0203564091727953,0.0241807814409764
"monthly","2015-2-","salesforce",16,1242,0.305484645379016,0.04564792104028,0.0204317494018867,0.0244060656550919
"monthly","2015-2-","salesforce",17,1242,0.315740952230609,0.0462365167994592,0.0204378529663713,0.0246138291487339
"monthly","2015-2-","salesforce",18,1242,0.325456935192845,0.0466284037301491,0.0204764220026986,0.0246689875597835
"monthly","2015-2-","salesforce",19,1242,0.335014754837831,0.0470170936225157,0.0202371303149131,0.0248211129744838
"monthly","2015-2-","salesforce",20,1242,0.34414264267096,0.0473165114356674,0.0201585637688037,0.0249128959714837
"monthly","2015-2-","salesforce",21,1242,0.353023180244422,0.047562863737007,0.0199481271798641,0.0250084119788144
"monthly","2015-2-","salesforce",22,1242,0.361664695018711,0.0478326552857283,0.0198286958882324,0.0251326551210528
"monthly","2015-2-","salesforce",23,1242,0.370107652857811,0.0480583901126424,0.0195721774440125,0.0253087070768402
"monthly","2015-2-","salesforce",24,1242,0.378350564900564,0.0481765560368437,0.0189970102049285,0.0253626862176481
"monthly","2015-2-","salesforce",25,1242,0.386208477211146,0.048189625443371,0.0186335490588147,0.0253600274563709
"monthly","2015-2-","salesforce",26,1242,0.39370849485921,0.0481321464594259,0.0185307027196536,0.0253022225799248
"monthly","2015-2-","salesforce",27,1242,0.40112108136566,0.0481604766678455,0.0184654923245406,0.0253661917177785
"monthly","2015-2-","salesforce",28,1242,0.408278863997679,0.0481386614278203,0.0184834118101843,0.0253689804325886
"monthly","2015-2-","salesforce",29,1242,0.415260871498438,0.0480874808976809,0.0184668140376223,0.0253723703128597
"monthly","2015-2-","salesforce",30,1242,0.422089879495249,0.0479736466660724,0.0182557174541297,0.0253206295370935
"monthly","2015-2-","salesforce",31,1242,0.428760399368631,0.0478410498525322,0.0180285706172333,0.0252599682117244
"monthly","2015-2-","salesforce",32,1242,0.435333240181446,0.0476981910152596,0.0176635295045433,0.0251839295492963
"monthly","2015-2-","salesforce",33,1242,0.441599483497024,0.0474594062180472,0.0174735816393463,0.0250246548127397
"monthly","2015-2-","salesforce",34,1242,0.447662499974132,0.0471805563911801,0.0173794619446282,0.0248654706761125
"monthly","2015-2-","salesforce",35,1242,0.453630209356085,0.0468817011067354,0.0171452779454854,0.0247025611600818
"monthly","2015-2-","salesforce",36,1242,0.459492604660845,0.04664497885661,0.017053885391741,0.0245931726580342
"monthly","2015-2-","salesforce",37,1242,0.465205878710882,0.0463893889570478,0.0169855608418647,0.0244628562255825
"monthly","2015-2-","salesforce",38,1242,0.470786653124602,0.0461294187127234,0.0169628317093389,0.0243266628803916
"monthly","2015-2-","salesforce",39,1242,0.476280754024161,0.0458561587943362,0.0168440470779613,0.0242249871211297
"monthly","2015-2-","salesforce",40,1242,0.481597232674108,0.0455606589268714,0.0168520387503662,0.0241277198667757
"monthly","2015-2-","salesforce",41,1242,0.486844984801047,0.045272734281421,0.0167986057887057,0.0240476197324086
"monthly","2015-2-","salesforce",42,1242,0.49197221344211,0.0449907404545902,0.0168137074538493,0.0239778838950236
"monthly","2015-2-","salesforce",43,1242,0.497024055538419,0.0447241741275705,0.0168178380169022,0.0239342415810277
"monthly","2015-2-","salesforce",44,1242,0.502018566164275,0.0444783725452873,0.0167946332226429,0.0239375956146056
"monthly","2015-2-","salesforce",45,1242,0.506936520686517,0.0442565384111154,0.0168061207044303,0.0239817711535537
"monthly","2015-2-","salesforce",46,1242,0.51178443302308,0.04402966534272,0.0167448289898692,0.0240165055251006
"monthly","2015-2-","salesforce",47,1242,0.516503677741348,0.0437794621837477,0.0167036134773333,0.0240063130053865
"monthly","2015-2-","salesforce",48,1242,0.521117440609643,0.0434896489914535,0.0166018631818611,0.0239775829611514
"monthly","2015-2-","salesforce",49,1242,0.525618039676854,0.0431871587618467,0.0165247447991262,0.023920235173531
"monthly","2015-2-","salesforce",50,1242,0.530068874028464,0.0428827529582776,0.0163597502156747,0.0238675332857429
"monthly","2015-3-","salesforce",2,1292,0.0908290723199688,0.0201126856302629,0.0157133193234438,0.0177417046273575
"monthly","2015-3-","salesforce",3,1292,0.111776301992183,0.023345096876559,0.016187443201261,0.0185171552594341
"monthly","2015-3-","salesforce",4,1292,0.13252838962052,0.0263843405895751,0.0179417285538518,0.0186880277990166
"monthly","2015-3-","salesforce",5,1292,0.153287921015182,0.0302790705912228,0.0191343180345909,0.0202801612053664
"monthly","2015-3-","salesforce",6,1292,0.172490104623348,0.0335579461378703,0.0197410472597036,0.0216585937840425
"monthly","2015-3-","salesforce",7,1292,0.189294048097631,0.0354148668512334,0.020325391817011,0.0215214958758526
"monthly","2015-3-","salesforce",8,1292,0.205416054985188,0.0374946181105869,0.0208559119078309,0.022094574787346
"monthly","2015-3-","salesforce",9,1292,0.220930481744004,0.0397757311398409,0.0214924299686557,0.0233056806944178
"monthly","2015-3-","salesforce",10,1292,0.235249845746008,0.0413997692070265,0.0216363777840248,0.0239869550819327
"monthly","2015-3-","salesforce",11,1292,0.248847375496875,0.0428931541383182,0.0218344367052495,0.024674473885406
"monthly","2015-3-","salesforce",12,1292,0.261926250251061,0.044281016584256,0.021760461482633,0.0254320593029996
"monthly","2015-3-","salesforce",13,1292,0.274284881731638,0.0454349701723911,0.021677852582755,0.0259712017785234
"monthly","2015-3-","salesforce",14,1292,0.285674661727975,0.046243877170342,0.0219951762868219,0.0261723641515696
"monthly","2015-3-","salesforce",15,1292,0.296665669363144,0.046899380473991,0.0219469462746162,0.0263278632449303
"monthly","2015-3-","salesforce",16,1292,0.307192655237702,0.047414006579002,0.0217993559488986,0.0263986386588534
"monthly","2015-3-","salesforce",17,1292,0.31737504687994,0.0479018906133017,0.0216462160801407,0.0265316114574069
"monthly","2015-3-","salesforce",18,1292,0.327059514904131,0.0482312057805359,0.0215450105344428,0.0265135247794317
"monthly","2015-3-","salesforce",19,1292,0.336617851310181,0.0486495508136696,0.0213717904770746,0.0266645797773153
"monthly","2015-3-","salesforce",20,1292,0.345656020686897,0.0488842905518305,0.0213096807667543,0.026597630569538
"monthly","2015-3-","salesforce",21,1292,0.354482960148454,0.0491129799620861,0.0211409959098436,0.0265795915206299
"monthly","2015-3-","salesforce",22,1292,0.363126965832202,0.0493220864585735,0.0208310180487239,0.0266090623475672
"monthly","2015-3-","salesforce",23,1292,0.371493662173552,0.0495305931497466,0.0206810752596086,0.026660712908141
"monthly","2015-3-","salesforce",24,1292,0.379683586284019,0.0497080073693169,0.0204144475235483,0.0267702022086432
"monthly","2015-3-","salesforce",25,1292,0.387574825788772,0.0497957439454557,0.0201607817548024,0.0267926912796421
"monthly","2015-3-","salesforce",26,1292,0.395193803361854,0.0498076997514246,0.0199494193094507,0.0268067468213418
"monthly","2015-3-","salesforce",27,1292,0.402541049589843,0.0497201651773939,0.0197164161912049,0.0267409375933403
"monthly","2015-3-","salesforce",28,1292,0.409696310424983,0.0496099002007898,0.0194765354722746,0.026651599814209
"monthly","2015-3-","salesforce",29,1292,0.416667090778095,0.0494642146337154,0.0192011624820488,0.0265581551916055
"monthly","2015-3-","salesforce",30,1292,0.423391434715607,0.04927456804162,0.0190375931538308,0.0264281076242809
"monthly","2015-3-","salesforce",31,1292,0.430022366598769,0.0491161351852135,0.0188214547734965,0.0263297009127541
"monthly","2015-3-","salesforce",32,1292,0.436496286358262,0.0489571379872271,0.0186470422043919,0.0262307063603394
"monthly","2015-3-","salesforce",33,1292,0.442804272910372,0.048727994293251,0.018356488889005,0.0260842066872465
"monthly","2015-3-","salesforce",34,1292,0.448961825120563,0.0484733034844457,0.018056925693863,0.0259481082692837
"monthly","2015-3-","salesforce",35,1292,0.454921431783419,0.0481396423908968,0.0177040196327375,0.0257133237052356
"monthly","2015-3-","salesforce",36,1292,0.460693633231069,0.0478296751469919,0.0175972425936318,0.0254981172085932
"monthly","2015-3-","salesforce",37,1292,0.466389663346478,0.0475388325692719,0.0174530425779551,0.02532930048018
"monthly","2015-3-","salesforce",38,1292,0.471974179385006,0.0472412551107304,0.0172867638482942,0.0251655389025013
"monthly","2015-3-","salesforce",39,1292,0.477464857645249,0.0469513666038518,0.0171088767497914,0.0250314647665445
"monthly","2015-3-","salesforce",40,1292,0.48282346778024,0.046650292812181,0.0169633476223922,0.0248857474679293
"monthly","2015-3-","salesforce",41,1292,0.488117075104246,0.0463330290496884,0.016676798131147,0.0247499550247064
"monthly","2015-3-","salesforce",42,1292,0.493254622889902,0.0460136788893139,0.0165308763759964,0.0246091600664768
"monthly","2015-3-","salesforce",43,1292,0.498299281430343,0.0457035494588946,0.0164011168141908,0.0244752981376033
"monthly","2015-3-","salesforce",44,1292,0.503189206594125,0.0453374258874737,0.0162615538392051,0.0243091754255203
"monthly","2015-3-","salesforce",45,1292,0.507951442206255,0.0449640208987325,0.0161940324643753,0.0241575489269861
"monthly","2015-3-","salesforce",46,1292,0.512642445852939,0.0446128107366941,0.0161512913350326,0.0240426832724042
"monthly","2015-3-","salesforce",47,1292,0.517245444418891,0.0442460725844609,0.0160540998201323,0.0239050858137638
"monthly","2015-3-","salesforce",48,1292,0.521773910361913,0.0438683698763942,0.0158906586837678,0.0237547356833336
"monthly","2015-3-","salesforce",49,1292,0.526177255562334,0.0434839874604596,0.0158089737431412,0.0235820035205064
"monthly","2015-3-","salesforce",50,1292,0.53053810697841,0.0431230744338048,0.0156926605014776,0.0234347576141789
"monthly","2015-4-","salesforce",2,1235,0.0829497964336778,0.013275337744687,0.0202477381512163,0.0112579249189595
"monthly","2015-4-","salesforce",3,1235,0.107305806053281,0.0202786864638278,0.0218180066087493,0.0158133284909085
"monthly","2015-4-","salesforce",4,1235,0.13012818665478,0.0253413930368703,0.0219975092162519,0.0190443491283208
"monthly","2015-4-","salesforce",5,1235,0.150136365410634,0.0284307969467867,0.0218047961999582,0.0207310181805151
"monthly","2015-4-","salesforce",6,1235,0.168375040100039,0.0307954626758356,0.0219059255894702,0.0218383145068984
"monthly","2015-4-","salesforce",7,1235,0.185277191219642,0.0326437706645661,0.0216778169150373,0.0226587044199746
"monthly","2015-4-","salesforce",8,1235,0.200959926911835,0.0339137638312123,0.0209495015768592,0.0229682273865808
"monthly","2015-4-","salesforce",9,1235,0.215889461560173,0.0351102312200514,0.0200861259763271,0.0233351103713718
"monthly","2015-4-","salesforce",10,1235,0.229982784242302,0.0361972177781971,0.0195176380106086,0.0235828905266393
"monthly","2015-4-","salesforce",11,1235,0.243112842448816,0.0371847680505343,0.0196629773070481,0.0238006652936832
"monthly","2015-4-","salesforce",12,1235,0.255892261674969,0.0381888592390214,0.0193870696075635,0.0241890885359202
"monthly","2015-4-","salesforce",13,1235,0.267950337896669,0.0390071146457348,0.0192998202490185,0.0243999808051248
"monthly","2015-4-","salesforce",14,1235,0.279598790900697,0.0397985548115797,0.0191119258332069,0.0246114309959884
"monthly","2015-4-","salesforce",15,1235,0.290536714335277,0.040403605605326,0.0192517288365726,0.0246736355668692
"monthly","2015-4-","salesforce",16,1235,0.30111143943763,0.0409467500280943,0.0192342753586231,0.0247226927251021
"monthly","2015-4-","salesforce",17,1235,0.311221852758245,0.0413921457007381,0.019312493227778,0.0247253586424547
"monthly","2015-4-","salesforce",18,1235,0.32107089748094,0.0418789710563703,0.0193903235170786,0.0248263063520856
"monthly","2015-4-","salesforce",19,1235,0.330513076218246,0.0422357058916151,0.019432825731251,0.0248424762033244
"monthly","2015-4-","salesforce",20,1235,0.339772911476664,0.0425938196019078,0.019247152034888,0.024916493957051
"monthly","2015-4-","salesforce",21,1235,0.348636171760364,0.0428576644007032,0.0191792171988495,0.0249157147978611
"monthly","2015-4-","salesforce",22,1235,0.357272674973063,0.0430955506706473,0.0190340888833582,0.0249638494592858
"monthly","2015-4-","salesforce",23,1235,0.36568379831375,0.043341425907319,0.0189382618293416,0.0250402252824289
"monthly","2015-4-","salesforce",24,1235,0.373785160712371,0.0435354591967122,0.0189737860798837,0.025068213246972
"monthly","2015-4-","salesforce",25,1235,0.381704424987681,0.0436854640554865,0.0188456886254655,0.0250718786645987
"monthly","2015-4-","salesforce",26,1235,0.389433086425626,0.0438133286471033,0.0186873531689335,0.0250888466280014
"monthly","2015-4-","salesforce",27,1235,0.396924038026236,0.0439462120864134,0.0187138232576114,0.0251206027778779
"monthly","2015-4-","salesforce",28,1235,0.404257535071249,0.0441151236988934,0.0188201603404386,0.0252067236341969
"monthly","2015-4-","salesforce",29,1235,0.411424968016601,0.0442486589406271,0.018840254090644,0.0252953186687251
"monthly","2015-4-","salesforce",30,1235,0.418399020977937,0.0443469331471712,0.0188565485733008,0.0253752701711301
"monthly","2015-4-","salesforce",31,1235,0.425228317354043,0.0444153824538557,0.0187910545826679,0.0254709141182114
"monthly","2015-4-","salesforce",32,1235,0.431934395320943,0.0444802300582148,0.0186847062025904,0.0255621323327656
"monthly","2015-4-","salesforce",33,1235,0.438499455223131,0.0445424895764457,0.0185908497895226,0.0256771679478188
"monthly","2015-4-","salesforce",34,1235,0.444824284945384,0.0445339880541595,0.018580862013777,0.0257387733782963
