"","b","X","N"
"b793",-0.717765457687476,11,1242
"b794",-0.715350776817561,12,1242
"b795",-0.713007452312275,13,1242
"b796",-0.710788623182116,14,1242
"b797",-0.708645680005215,15,1242
"b798",-0.706618380441435,16,1242
"b799",-0.704671108708594,17,1242
"b800",-0.702823720560069,18,1242
"b801",-0.701014384252216,19,1242
"b802",-0.699249923598883,20,1242
"b803",-0.697537058395311,21,1242
"b804",-0.695834775814485,22,1242
"b805",-0.694206561686254,23,1242
"b806",-0.692622423525861,24,1242
"b807",-0.691125904940823,25,1242
"b808",-0.689657844931799,26,1242
"b809",-0.68819195184455,27,1242
"b810",-0.686758900802769,28,1242
"b811",-0.685354185090569,29,1242
"b812",-0.683959547515546,30,1242
"b813",-0.682579191761416,31,1242
"b814",-0.681214111172221,32,1242
"b815",-0.679884264044738,33,1242
"b816",-0.678566602466412,34,1242
"b817",-0.677248149739067,35,1242
"b818",-0.675915576196126,36,1242
"b819",-0.674583898194416,37,1242
"b820",-0.673255845760222,38,1242
"b821",-0.671942466067724,39,1242
"b822",-0.670663969982972,40,1242
"b823",-0.669382028578535,41,1242
"b824",-0.668113668283642,42,1242
"b825",-0.666835859029852,43,1242
"b826",-0.665559141417915,44,1242
"b827",-0.664263508436229,45,1242
"b828",-0.662968884384572,46,1242
"b829",-0.6616708763881,47,1242
"b830",-0.660388938568325,48,1242
"b831",-0.659098944039494,49,1242
"b832",-0.657806987875685,50,1242
"b833",-0.761948509163833,2,1292
"b834",-0.751490398436479,3,1292
"b835",-0.743195568259541,4,1292
"b836",-0.736702705377899,5,1292
"b837",-0.731681201428518,6,1292
"b838",-0.727720419873531,7,1292
"b839",-0.724258290320692,8,1292
"b840",-0.721128727484484,9,1292
"b841",-0.718451339535833,10,1292
"b842",-0.715918674513451,11,1292
"b843",-0.713567850588014,12,1292
"b844",-0.711363909649965,13,1292
"b845",-0.709264851844864,14,1292
"b846",-0.707297145597802,15,1292
"b847",-0.705411707052504,16,1292
"b848",-0.703547986510365,17,1292
"b849",-0.701739414699354,18,1292
"b850",-0.699935883052177,19,1292
"b851",-0.698191787259511,20,1292
"b852",-0.696475234821311,21,1292
"b853",-0.694816365880693,22,1292
"b854",-0.693182685008049,23,1292
"b855",-0.691606546178615,24,1292
"b856",-0.690084268083029,25,1292
"b857",-0.688639256590347,26,1292
"b858",-0.687232944567434,27,1292
"b859",-0.68583758021168,28,1292
"b860",-0.684469305307207,29,1292
"b861",-0.683115463921738,30,1292
"b862",-0.681759566185822,31,1292
"b863",-0.680413374825939,32,1292
"b864",-0.679094511872018,33,1292
"b865",-0.677791713863616,34,1292
"b866",-0.676502419382843,35,1292
"b867",-0.67522083419597,36,1292
"b868",-0.673935775641144,37,1292
"b869",-0.67265317123829,38,1292
"b870",-0.671369440801593,39,1292
"b871",-0.670096025886534,40,1292
"b872",-0.66884973423583,41,1292
"b873",-0.667597905618779,42,1292
"b874",-0.66633542315484,43,1292
"b875",-0.66509181349284,44,1292
"b876",-0.663869158069664,45,1292
"b877",-0.662630144129155,46,1292
"b878",-0.661386590215493,47,1292
"b879",-0.660152411323389,48,1292
"b880",-0.658911900556003,49,1292
"b881",-0.65766755444541,50,1292
"b882",-0.771218521077808,2,1235
"b883",-0.757568435828918,3,1235
"b884",-0.749755644641134,4,1235
"b885",-0.7449377643414,5,1235
"b886",-0.74100647023552,6,1235
"b887",-0.737721458521854,7,1235
"b888",-0.734863682150862,8,1235
"b889",-0.732161470825615,9,1235
"b890",-0.72947552634893,10,1235
"b891",-0.726959492003002,11,1235
"b892",-0.724594098884788,12,1235
"b893",-0.722319610436304,13,1235
"b894",-0.720091942386012,14,1235
"b895",-0.717985908606701,15,1235
"b896",-0.715943826845834,16,1235
"b897",-0.713974942033757,17,1235
"b898",-0.712024233588716,18,1235
"b899",-0.710173303724395,19,1235
"b900",-0.708367346160573,20,1235
"b901",-0.706607371225503,21,1235
"b902",-0.704903454492509,22,1235
"b903",-0.703241445766475,23,1235
"b904",-0.701613172647192,24,1235
"b905",-0.700006443816032,25,1235
"b906",-0.698412106880439,26,1235
"b907",-0.696818242593815,27,1235
"b908",-0.695234416228059,28,1235
"b909",-0.693680735927884,29,1235
"b910",-0.692170409004903,30,1235
"b911",-0.690694056217623,31,1235
"b912",-0.689229827295697,32,1235
"b913",-0.687779373800533,33,1235
"b914",-0.686359381218466,34,1235
"b915",-0.68492859923737,35,1235
"b916",-0.683540689757812,36,1235
"b917",-0.682185344484875,37,1235
"b918",-0.680830610601594,38,1235
"b919",-0.679476369849764,39,1235
"b920",-0.678126253199568,40,1235
"b921",-0.676807260328032,41,1235
"b922",-0.675507640393989,42,1235
"b923",-0.674197656476455,43,1235
"b924",-0.6728859525798,44,1235
"b925",-0.671576065795759,45,1235
"b926",-0.670275053937646,46,1235
"b927",-0.668984725623744,47,1235
"b928",-0.667718330181577,48,1235
"b929",-0.666460222061151,49,1235
"b930",-0.665222180141925,50,1235
"b931",-0.770451676689031,2,1295
"b932",-0.759633126209749,3,1295
"b933",-0.75187576829416,4,1295
"b934",-0.746493522204478,5,1295
"b935",-0.741870010690684,6,1295
"b936",-0.737900087825263,7,1295
"b937",-0.734546832866433,8,1295
"b938",-0.731641422393634,9,1295
"b939",-0.728845469430292,10,1295
"b940",-0.726303293499097,11,1295
"b941",-0.72392809138174,12,1295
"b942",-0.721661630382461,13,1295
"b943",-0.719523041292661,14,1295
"b944",-0.717385652626025,15,1295
"b945",-0.715300119688372,16,1295
"b946",-0.713187242106495,17,1295
"b947",-0.711132321088944,18,1295
"b948",-0.709161239609703,19,1295
"b949",-0.707246095908225,20,1295
"b950",-0.705350860876508,21,1295
"b951",-0.703499821044068,22,1295
"b952",-0.701688346773238,23,1295
"b953",-0.699912525299433,24,1295
"b954",-0.698202321112832,25,1295
"b955",-0.696505479467173,26,1295
"b956",-0.694841550849992,27,1295
"b957",-0.69322677667177,28,1295
"b958",-0.691620662754778,29,1295
"b959",-0.690072923998828,30,1295
"b960",-0.688550344053439,31,1295
"b961",-0.68704648707308,32,1295
"b962",-0.685564552013919,33,1295
"b963",-0.684120865982343,34,1295
"b964",-0.682681532970587,35,1295
"b965",-0.681266299493835,36,1295
"b966",-0.679872602567136,37,1295
"b967",-0.67846863731305,38,1295
"b968",-0.677075994419322,39,1295
"b969",-0.675712298113399,40,1295
"b970",-0.674348949924231,41,1295
"b971",-0.672995844007665,42,1295
"b972",-0.671677927051948,43,1295
"b973",-0.670358012931707,44,1295
"b974",-0.669023827899485,45,1295
"b975",-0.667698563797221,46,1295
"b976",-0.666367412557529,47,1295
"b977",-0.665038509038989,48,1295
"b978",-0.663701892090041,49,1295
"b979",-0.66236745374865,50,1295
"b980",-0.750748880203369,2,1509
"b981",-0.742584358893983,3,1509
"b982",-0.736366398286146,4,1509
"b983",-0.73113263012878,5,1509
"b984",-0.727323530869017,6,1509
"b985",-0.723905975992214,7,1509
"b986",-0.72089132753976,8,1509
"b987",-0.718054862201932,9,1509
"b988",-0.715433288641428,10,1509
"b989",-0.712853959360148,11,1509
"b990",-0.710433011482362,12,1509
"b991",-0.708155868189314,13,1509
"b992",-0.705954513026215,14,1509
"b993",-0.703845018015591,15,1509
"b994",-0.701845652123771,16,1509
"b995",-0.699925581037746,17,1509
"b996",-0.698095912041925,18,1509
"b997",-0.696339195314302,19,1509
"b998",-0.69463168496869,20,1509
"b999",-0.692974578428108,21,1509
"b1000",-0.691369206002289,22,1509
"b1001",-0.689834460196576,23,1509
"b1002",-0.688327436042976,24,1509
"b1003",-0.686852882160054,25,1509
"b1004",-0.685400216870863,26,1509
"b1005",-0.683954769403026,27,1509
"b1006",-0.682546976520146,28,1509
"b1007",-0.681170900201113,29,1509
"b1008",-0.679831751706457,30,1509
"b1009",-0.678540296086888,31,1509
"b1010",-0.67729094753268,32,1509
"b1011",-0.676083552071362,33,1509
"b1012",-0.674877863490259,34,1509
"b1013",-0.673671724652099,35,1509
"b1014",-0.672495311781516,36,1509
"b1015",-0.671330884483273,37,1509
"b1016",-0.670174088156369,38,1509
"b1017",-0.669041503237683,39,1509
"b1018",-0.667906635490136,40,1509
"b1019",-0.666788688452041,41,1509
"b1020",-0.665685076625895,42,1509
"b1021",-0.664591607348639,43,1509
"b1022",-0.663522632630017,44,1509
"b1023",-0.66247591423242,45,1509
"b1024",-0.661421571149941,46,1509
"b1025",-0.660374875410254,47,1509
"b1026",-0.659337099076036,48,1509
"b1027",-0.658292883670944,49,1509
"b1028",-0.657262586446842,50,1509
"b1029",-0.760917640855424,2,1550
"b1030",-0.746827267080387,3,1550
"b1031",-0.738315386156419,4,1550
"b1032",-0.732800777225213,5,1550
"b1033",-0.728626636699522,6,1550
"b1034",-0.724886800527465,7,1550
"b1035",-0.721542519447961,8,1550
"b1036",-0.718658301122198,9,1550
"b1037",-0.715982958621498,10,1550
"b1038",-0.713529738674406,11,1550
"b1039",-0.711229754532444,12,1550
"b1040",-0.708982104881959,13,1550
"b1041",-0.70685023195869,14,1550
"b1042",-0.704776572508636,15,1550
"b1043",-0.702767095526143,16,1550
"b1044",-0.700839350677647,17,1550
"b1045",-0.698956784033427,18,1550
"b1046",-0.69714313473073,19,1550
"b1047",-0.695388369523154,20,1550
"b1048",-0.6936898478793,21,1550
"b1049",-0.692008545291098,22,1550
"b1050",-0.690375430279567,23,1550
"b1051",-0.688798855567825,24,1550
"b1052",-0.687236031208581,25,1550
"b1053",-0.685719467691434,26,1550
"b1054",-0.684241254638328,27,1550
"b1055",-0.682748489675571,28,1550
"b1056",-0.68129971420834,29,1550
"b1057",-0.679889987699346,30,1550
"b1058",-0.678512897695041,31,1550
"b1059",-0.677172055154278,32,1550
"b1060",-0.675841535745989,33,1550
"b1061",-0.674547892088973,34,1550
"b1062",-0.673257455259362,35,1550
"b1063",-0.671994504685123,36,1550
"b1064",-0.67075304723019,37,1550
"b1065",-0.669520237690969,38,1550
"b1066",-0.668305872142103,39,1550
"b1067",-0.667104022207331,40,1550
"b1068",-0.665907153179806,41,1550
"b1069",-0.66473268058258,42,1550
"b1070",-0.663561224913845,43,1550
"b1071",-0.662400390987681,44,1550
"b1072",-0.661240264795058,45,1550
"b1073",-0.660096131881054,46,1550
"b1074",-0.658958260217703,47,1550
"b1075",-0.657829583977487,48,1550
"b1076",-0.656703276158657,49,1550
"b1077",-0.655578928327816,50,1550
"b1078",-0.766452459343355,2,1411
"b1079",-0.753382254295066,3,1411
"b1080",-0.744107722772634,4,1411
"b1081",-0.737639579728091,5,1411
"b1082",-0.73259771367008,6,1411
"b1083",-0.728487081576514,7,1411
"b1084",-0.724873293164437,8,1411
"b1085",-0.721905242671531,9,1411
"b1086",-0.719140731254142,10,1411
"b1087",-0.716515848015418,11,1411
"b1088",-0.714117493885732,12,1411
"b1089",-0.711816495887517,13,1411
"b1090",-0.709651003917628,14,1411
"b1091",-0.707584176227493,15,1411
"b1092",-0.705603550823566,16,1411
"b1093",-0.703692816387454,17,1411
"b1094",-0.701854325779012,18,1411
"b1095",-0.700074360966266,19,1411
"b1096",-0.698346518925787,20,1411
"b1097",-0.696684007300987,21,1411
"b1098",-0.695033633824442,22,1411
"b1099",-0.693400375925578,23,1411
"b1100",-0.691773333249604,24,1411
"b1101",-0.690200320534533,25,1411
"b1102",-0.688679447707378,26,1411
"b1103",-0.687224829739329,27,1411
"b1104",-0.685845062258692,28,1411
"b1105",-0.684501555562279,29,1411
"b1106",-0.683190675878132,30,1411
"b1107",-0.681882335022993,31,1411
"b1108",-0.680593114745098,32,1411
"b1109",-0.679336067088741,33,1411
"b1110",-0.678084581350269,34,1411
"b1111",-0.676853088313308,35,1411
"b1112",-0.67561738551647,36,1411
"b1113",-0.674399850404283,37,1411
"b1114",-0.673208359580233,38,1411
"b1115",-0.672028328539336,39,1411
"b1116",-0.670869654747589,40,1411
"b1117",-0.669715182786862,41,1411
"b1118",-0.668572467644838,42,1411
"b1119",-0.667448593761396,43,1411
"b1120",-0.666331677973958,44,1411
"b1121",-0.665221020202451,45,1411
"b1122",-0.664106579084803,46,1411
"b1123",-0.663013891534062,47,1411
"b1124",-0.661909844291302,48,1411
"b1125",-0.660801029766147,49,1411
"b1126",-0.659694131190685,50,1411
"b1127",-0.72630956082915,2,1356
"b1128",-0.715269860393345,3,1356
"b1129",-0.708509522303996,4,1356
"b1130",-0.702563391768637,5,1356
"b1131",-0.697567412527999,6,1356
"b1132",-0.693110313476889,7,1356
"b1133",-0.689268258170226,8,1356
"b1134",-0.685778509317606,9,1356
"b1135",-0.682445566537491,10,1356
"b1136",-0.679444486519453,11,1356
"b1137",-0.676766966551762,12,1356
"b1138",-0.674405330731707,13,1356
"b1139",-0.672156996730505,14,1356
"b1140",-0.67018255150991,15,1356
"b1141",-0.668258705925821,16,1356
"b1142",-0.666483430103148,17,1356
"b1143",-0.664929955075882,18,1356
"b1144",-0.663422975410242,19,1356
"b1145",-0.66197097024556,20,1356
"b1146",-0.660573910266189,21,1356
"b1147",-0.659171706448182,22,1356
"b1148",-0.657791171054503,23,1356
"b1149",-0.656476447618609,24,1356
"b1150",-0.655181110648445,25,1356
"b1151",-0.65383342635715,26,1356
"b1152",-0.652441675452182,27,1356
"b1153",-0.651085577998437,28,1356
"b1154",-0.649759181447132,29,1356
"b1155",-0.64847408108391,30,1356
"b1156",-0.647190860117428,31,1356
"b1157",-0.645911277200444,32,1356
"b1158",-0.644585533689514,33,1356
"b1159",-0.643274197170477,34,1356
"b1160",-0.641958465866146,35,1356
"b1161",-0.640684571251524,36,1356
"b1162",-0.639498080567395,37,1356
"b1163",-0.638318427742446,38,1356
"b1164",-0.637107934678128,39,1356
"b1165",-0.635904567641576,40,1356
"b1166",-0.634715428251225,41,1356
"b1167",-0.63348383869451,42,1356
"b1168",-0.6323048906923,43,1356
"b1169",-0.631114009032169,44,1356
"b1170",-0.629925747955515,45,1356
"b1171",-0.628726027892175,46,1356
"b1172",-0.627553986565053,47,1356
"b1173",-0.626392839905305,48,1356
"b1174",-0.625237945445208,49,1356
"b1175",-0.624097123020559,50,1356
"b1176",-0.761425948989846,2,640
"b1177",-0.750362357319559,3,640
"b1178",-0.740966881626447,4,640
"b1179",-0.73378260738786,5,640
"b1180",-0.727460254583233,6,640
"b1181",-0.721974894528028,7,640
"b1182",-0.71742118161796,8,640
"b1183",-0.713757960499075,9,640
"b1184",-0.71032039307466,10,640
"b1185",-0.707130056054424,11,640
"b1186",-0.704214583602698,12,640
"b1187",-0.701689525996083,13,640
"b1188",-0.699305840342968,14,640
"b1189",-0.697011628539331,15,640
"b1190",-0.694904195303551,16,640
"b1191",-0.692804516970214,17,640
"b1192",-0.69079777971503,18,640
"b1193",-0.688977613863151,19,640
"b1194",-0.687248134698141,20,640
"b1195",-0.685593155946672,21,640
"b1196",-0.684061291768123,22,640
"b1197",-0.682549333689674,23,640
"b1198",-0.681040581013592,24,640
"b1199",-0.679637032333038,25,640
"b1200",-0.67820381897771,26,640
"b1201",-0.676805320287094,27,640
"b1202",-0.675393936239672,28,640
"b1203",-0.673976210532039,29,640
"b1204",-0.672568892808631,30,640
"b1205",-0.671227919589521,31,640
"b1206",-0.669939423450313,32,640
"b1207",-0.668620400701676,33,640
"b1208",-0.667323393453779,34,640
"b1209",-0.666050847034139,35,640
"b1210",-0.66479363527873,36,640
"b1211",-0.663518240237415,37,640
"b1212",-0.662282499585456,38,640
"b1213",-0.661040414944602,39,640
"b1214",-0.65977605807576,40,640
"b1215",-0.658475033312731,41,640
"b1216",-0.657126919925024,42,640
"b1217",-0.655811934569216,43,640
"b1218",-0.654506604292757,44,640
"b1219",-0.653145468234435,45,640
"b1220",-0.651774042243965,46,640
"b1221",-0.650422211547198,47,640
"b1222",-0.649057373302903,48,640
"b1223",-0.647672624088474,49,640
"b1224",-0.646284342966792,50,640
"b1225",-0.763639247306055,2,610
"b1226",-0.752691115670092,3,610
"b1227",-0.745834225159046,4,610
"b1228",-0.740609709076387,5,610
"b1229",-0.736123836380697,6,610
"b1230",-0.732521215098904,7,610
"b1231",-0.729047746443448,8,610
"b1232",-0.725621278367347,9,610
"b1233",-0.722380148005076,10,610
"b1234",-0.719301164446722,11,610
"b1235",-0.716492196251905,12,610
"b1236",-0.713746864657866,13,610
"b1237",-0.71119357562788,14,610
"b1238",-0.708638712315546,15,610
"b1239",-0.706192716020182,16,610
"b1240",-0.703952058329975,17,610
"b1241",-0.701771925212267,18,610
"b1242",-0.699705517761717,19,610
"b1243",-0.697753658655294,20,610
"b1244",-0.695901450966068,21,610
"b1245",-0.69407428810477,22,610
"b1246",-0.692230935589262,23,610
"b1247",-0.690517825783001,24,610
"b1248",-0.688814839281524,25,610
"b1249",-0.687132067436851,26,610
"b1250",-0.685512359566712,27,610
"b1251",-0.683883847278278,28,610
"b1252",-0.6822558155925,29,610
"b1253",-0.68069621838167,30,610
"b1254",-0.679153574888645,31,610
"b1255",-0.677664379865463,32,610
"b1256",-0.676152567985483,33,610
"b1257",-0.674607668514422,34,610
"b1258",-0.673021883886114,35,610
"b1259",-0.671416620335589,36,610
"b1260",-0.669800782238088,37,610
"b1261",-0.668163360932444,38,610
"b1262",-0.666549576272112,39,610
"b1263",-0.664948916088982,40,610
"b1264",-0.66336185471839,41,610
"b1265",-0.661841901173351,42,610
"b1266",-0.660322940040038,43,610
"b1267",-0.658781830644296,44,610
"b1268",-0.657238608604904,45,610
"b1269",-0.655665664130082,46,610
"b1270",-0.654085876887442,47,610
"b1271",-0.652447997003097,48,610
"b1272",-0.650806066695952,49,610
"b1273",-0.649150444610159,50,610
"b1274",-0.777513969457667,2,580
"b1275",-0.767660447364366,3,580
"b1276",-0.758124823341583,4,580
"b1277",-0.750381238877108,5,580
"b1278",-0.743960106195401,6,580
"b1279",-0.73890640249253,7,580
"b1280",-0.734533828248969,8,580
"b1281",-0.730359000495015,9,580
"b1282",-0.726475826799667,10,580
"b1283",-0.722902754989738,11,580
"b1284",-0.719495178081141,12,580
"b1285",-0.716373047554839,13,580
"b1286",-0.71337912458666,14,580
"b1287",-0.710532672781759,15,580
"b1288",-0.707837926564517,16,580
"b1289",-0.705268522017178,17,580
"b1290",-0.702807867036281,18,580
"b1291",-0.700465303441493,19,580
"b1292",-0.698261309533564,20,580
"b1293",-0.696112232501894,21,580
"b1294",-0.69400280642162,22,580
"b1295",-0.692056839073503,23,580
"b1296",-0.690181090126577,24,580
"b1297",-0.688317464331139,25,580
"b1298",-0.686506406019234,26,580
"b1299",-0.684764100795171,27,580
"b1300",-0.683082206742266,28,580
"b1301",-0.681350916664796,29,580
"b1302",-0.679636940550749,30,580
"b1303",-0.677978455338716,31,580
"b1304",-0.676341471308576,32,580
"b1305",-0.674708394618436,33,580
"b1306",-0.673048906529078,34,580
"b1307",-0.671392530911003,35,580
"b1308",-0.669829351374889,36,580
"b1309",-0.668219691280836,37,580
"b1310",-0.666578536915258,38,580
"b1311",-0.664961058086826,39,580
"b1312",-0.663348761703891,40,580
"b1313",-0.6617123971287,41,580
"b1314",-0.660079874759032,42,580
"b1315",-0.658427371308994,43,580
"b1316",-0.656779899733103,44,580
"b1317",-0.655126737149551,45,580
"b1318",-0.65345877418701,46,580
"b1319",-0.651779722652699,47,580
"b1320",-0.650088831334563,48,580
"b1321",-0.648433435249258,49,580
"b1322",-0.646770952452792,50,580
"b1323",-0.79376710930095,2,578
"b1324",-0.774306981495108,3,578
"b1325",-0.762264246648391,4,578
"b1326",-0.753606911497146,5,578
"b1327",-0.747041387502175,6,578
"b1328",-0.741843921000344,7,578
"b1329",-0.737389028280608,8,578
"b1330",-0.733321476437635,9,578
"b1331",-0.729517731028374,10,578
"b1332",-0.726021798387527,11,578
"b1333",-0.722529344040418,12,578
"b1334",-0.719181623175066,13,578
"b1335",-0.716123870207025,14,578
"b1336",-0.713132584463688,15,578
"b1337",-0.710377824960855,16,578
"b1338",-0.707748378408975,17,578
"b1339",-0.705152043465369,18,578
"b1340",-0.702704766681912,19,578
"b1341",-0.700451974518966,20,578
"b1342",-0.698239300939688,21,578
"b1343",-0.696075130737784,22,578
"b1344",-0.693975609411383,23,578
"b1345",-0.691889882239912,24,578
"b1346",-0.689826071792264,25,578
"b1347",-0.687872041044707,26,578
"b1348",-0.685945240984011,27,578
"b1349",-0.684069454949779,28,578
"b1350",-0.682250850331696,29,578
"b1351",-0.680440010714526,30,578
"b1352",-0.67863515285628,31,578
"b1353",-0.676796530797568,32,578
"b1354",-0.674919400520078,33,578
"b1355",-0.673055812450469,34,578
"b1356",-0.67127852072785,35,578
"b1357",-0.669479662289955,36,578
"b1358",-0.667613940025071,37,578
"b1359",-0.665760777250873,38,578
"b1360",-0.663918787616883,39,578
"b1361",-0.662073663295297,40,578
"b1362",-0.660211168044329,41,578
"b1363",-0.65835683084274,42,578
"b1364",-0.656483540981349,43,578
"b1365",-0.654620303258542,44,578
"b1366",-0.652727480519728,45,578
"b1367",-0.650817616102608,46,578
"b1368",-0.648946851526977,47,578
"b1369",-0.647062639888815,48,578
"b1370",-0.645199684229994,49,578
"b1371",-0.643345089028098,50,578
"b1372",-0.768161632541128,2,634
"b1373",-0.754539875141491,3,634
"b1374",-0.74583893804946,4,634
"b1375",-0.738678645214177,5,634
"b1376",-0.73196843866988,6,634
"b1377",-0.72606659113095,7,634
"b1378",-0.720663773192817,8,634
"b1379",-0.716006458533248,9,634
"b1380",-0.711850365468408,10,634
"b1381",-0.708026500355965,11,634
"b1382",-0.704546098498892,12,634
"b1383",-0.70126507517994,13,634
"b1384",-0.698181975796881,14,634
"b1385",-0.695182579730153,15,634
"b1386",-0.692294061399156,16,634
"b1387",-0.689496464779433,17,634
"b1388",-0.686734802931403,18,634
"b1389",-0.684188029541047,19,634
"b1390",-0.681736913498989,20,634
"b1391",-0.679371085847524,21,634
"b1392",-0.677011918830663,22,634
"b1393",-0.674759160752328,23,634
"b1394",-0.672586509796863,24,634
"b1395",-0.670480086102455,25,634
"b1396",-0.668453823424894,26,634
"b1397",-0.666437478462388,27,634
"b1398",-0.664505610452079,28,634
"b1399",-0.662632596286604,29,634
"b1400",-0.660792193648825,30,634
"b1401",-0.659031002910979,31,634
"b1402",-0.657292953910303,32,634
"b1403",-0.655616641834092,33,634
"b1404",-0.653925176169137,34,634
"b1405",-0.652273854188148,35,634
"b1406",-0.650632703211969,36,634
"b1407",-0.648997190940902,37,634
"b1408",-0.647390183134968,38,634
"b1409",-0.645797923028235,39,634
"b1410",-0.644249668697609,40,634
"b1411",-0.642711830320971,41,634
"b1412",-0.641191139917396,42,634
"b1413",-0.639665327606703,43,634
"b1414",-0.638144480652775,44,634
"b1415",-0.636656406978007,45,634
"b1416",-0.635118190025034,46,634
"b1417",-0.633576117002946,47,634
"b1418",-0.632035529468262,48,634
"b1419",-0.630482180313195,49,634
"b1420",-0.628953414017161,50,634
"b1421",-0.797466946977383,2,596
"b1422",-0.780103306481716,3,596
"b1423",-0.769894714604544,4,596
"b1424",-0.761735235757043,5,596
"b1425",-0.754771322662633,6,596
"b1426",-0.749030832185962,7,596
"b1427",-0.744457549441233,8,596
"b1428",-0.740110562494061,9,596
"b1429",-0.736230776407305,10,596
"b1430",-0.732506487674039,11,596
"b1431",-0.728965374826347,12,596
"b1432",-0.725571302772166,13,596
"b1433",-0.722264969921339,14,596
"b1434",-0.71919407585192,15,596
"b1435",-0.716349926220474,16,596
"b1436",-0.713552327493558,17,596
"b1437",-0.71081002059807,18,596
"b1438",-0.708321458277116,19,596
"b1439",-0.705934559728207,20,596
"b1440",-0.703643077911122,21,596
"b1441",-0.701449095295195,22,596
"b1442",-0.699212775282863,23,596
"b1443",-0.697090824899319,24,596
"b1444",-0.694934833994916,25,596
"b1445",-0.69286204252331,26,596
"b1446",-0.690793565681071,27,596
"b1447",-0.688735372362426,28,596
"b1448",-0.686766298434603,29,596
"b1449",-0.684819341042072,30,596
"b1450",-0.68288778790574,31,596
"b1451",-0.681016880682683,32,596
"b1452",-0.67914689919906,33,596
"b1453",-0.677287542018009,34,596
"b1454",-0.675425620792705,35,596
"b1455",-0.67354103599024,36,596
"b1456",-0.671682169100156,37,596
"b1457",-0.669854794143864,38,596
"b1458",-0.668036634558125,39,596
"b1459",-0.666219783174525,40,596
"b1460",-0.664354165473144,41,596
"b1461",-0.662488784694897,42,596
"b1462",-0.660626888070839,43,596
"b1463",-0.658792952106623,44,596
"b1464",-0.656953217983139,45,596
"b1465",-0.655113765597208,46,596
"b1466",-0.65331307697567,47,596
"b1467",-0.651482544916425,48,596
"b1468",-0.64960238687165,49,596
"b1469",-0.647710072721412,50,596
"b1470",-0.779257658567639,2,471
"b1471",-0.769312498350471,3,471
"b1472",-0.760336492606852,4,471
"b1473",-0.752692070483045,5,471
"b1474",-0.745870936501771,6,471
"b1475",-0.740214973495885,7,471
"b1476",-0.734763975444532,8,471
"b1477",-0.729870151520949,9,471
"b1478",-0.725626158192001,10,471
"b1479",-0.721730856129516,11,471
"b1480",-0.718153081472478,12,471
"b1481",-0.71472737109309,13,471
"b1482",-0.711372215765329,14,471
"b1483",-0.708120009766867,15,471
"b1484",-0.705035776824046,16,471
"b1485",-0.702041871499862,17,471
"b1486",-0.699280501878581,18,471
"b1487",-0.696613973035506,19,471
"b1488",-0.69396383026574,20,471
"b1489",-0.691505407683674,21,471
"b1490",-0.689074952868523,22,471
"b1491",-0.686718328438596,23,471
"b1492",-0.684423566819062,24,471
"b1493",-0.682243170683009,25,471
"b1494",-0.680006072352035,26,471
"b1495",-0.677835995853519,27,471
"b1496",-0.675728270106391,28,471
"b1497",-0.673708080844657,29,471
"b1498",-0.671712590020714,30,471
"b1499",-0.669656766192119,31,471
"b1500",-0.667563306546122,32,471
"b1501",-0.665406437990711,33,471
"b1502",-0.663322109372333,34,471
"b1503",-0.661229938365515,35,471
"b1504",-0.659195669106635,36,471
"b1505",-0.657192615718564,37,471
"b1506",-0.655171861652613,38,471
"b1507",-0.653074626251845,39,471
"b1508",-0.650951857921491,40,471
"b1509",-0.648857036514306,41,471
"b1510",-0.646757348256006,42,471
"b1511",-0.644729613730044,43,471
"b1512",-0.642713091072881,44,471
"b1513",-0.640745841694571,45,471
"b1514",-0.638766532947603,46,471
"b1515",-0.636764298708132,47,471
"b1516",-0.634733122696016,48,471
"b1517",-0.632740958624923,49,471
"b1518",-0.630736921926969,50,471
"b1519",-0.780685870358594,2,485
"b1520",-0.765432782496161,3,485
"b1521",-0.754042552505941,4,485
"b1522",-0.746257991916505,5,485
"b1523",-0.739516939139033,6,485
"b1524",-0.734339871779728,7,485
"b1525",-0.730029677974062,8,485
"b1526",-0.726082426477407,9,485
"b1527",-0.722463441448197,10,485
"b1528",-0.719135246952091,11,485
"b1529",-0.716162652856275,12,485
"b1530",-0.713116302629461,13,485
"b1531",-0.710215744496506,14,485
"b1532",-0.707343719482822,15,485
"b1533",-0.704540591397495,16,485
"b1534",-0.70198998891958,17,485
"b1535",-0.699530463966644,18,485
"b1536",-0.697083042849851,19,485
"b1537",-0.694695313456275,20,485
"b1538",-0.69234119964897,21,485
"b1539",-0.690172163444033,22,485
"b1540",-0.688027795022081,23,485
"b1541",-0.685905652087479,24,485
"b1542",-0.683804896511,25,485
"b1543",-0.681764502741757,26,485
"b1544",-0.679648801732622,27,485
"b1545",-0.677534037101711,28,485
"b1546",-0.675485163530002,29,485
"b1547",-0.673498964941527,30,485
"b1548",-0.671493799705197,31,485
"b1549",-0.669466637219418,32,485
"b1550",-0.667414754560098,33,485
"b1551",-0.66537176438321,34,485
"b1552",-0.663291869225461,35,485
"b1553",-0.66126992156484,36,485
"b1554",-0.659275836888581,37,485
"b1555",-0.657207343423492,38,485
"b1556",-0.655082786767093,39,485
"b1557",-0.65295728108392,40,485
"b1558",-0.650790915510329,41,485
"b1559",-0.648617761538635,42,485
