"","b","X","N"
"b4685",-0.684900376162329,32,980
"b4686",-0.683046924383343,33,980
"b4687",-0.681182839550255,34,980
"b4688",-0.679335966951892,35,980
"b4689",-0.677524891740533,36,980
"b4690",-0.675751994569879,37,980
"b4691",-0.673955618940792,38,980
"b4692",-0.672168277433421,39,980
"b4693",-0.670386578799046,40,980
"b4694",-0.668604249412199,41,980
"b4695",-0.666822660540228,42,980
"b4696",-0.665028272326412,43,980
"b4697",-0.663267328376459,44,980
"b4698",-0.661523793848814,45,980
"b4699",-0.659790096869993,46,980
"b4700",-0.658106038079295,47,980
"b4701",-0.656449942436462,48,980
"b4702",-0.654793776930359,49,980
"b4703",-0.653174198898088,50,980
