"","b","X","N"
"b792",-0.689304308349656,10,1242
"b793",-0.68526849073619,11,1242
"b794",-0.68145281095772,12,1242
"b795",-0.677790981727478,13,1242
"b796",-0.674334928545186,14,1242
"b797",-0.671080852567839,15,1242
"b798",-0.66799451997162,16,1242
"b799",-0.664983293789879,17,1242
"b800",-0.662221216082994,18,1242
"b801",-0.659521770426385,19,1242
"b802",-0.656914044875419,20,1242
"b803",-0.654398653071402,21,1242
"b804",-0.651792619832989,22,1242
"b805",-0.649301259313199,23,1242
"b806",-0.64685708505967,24,1242
"b807",-0.644546795986032,25,1242
"b808",-0.642275077592356,26,1242
"b809",-0.639896198628842,27,1242
"b810",-0.637521568345766,28,1242
"b811",-0.635149632729697,29,1242
"b812",-0.632865518555532,30,1242
"b813",-0.630596243081373,31,1242
"b814",-0.628301044750146,32,1242
"b815",-0.626074711720506,33,1242
"b816",-0.623896245415184,34,1242
"b817",-0.621769176418526,35,1242
"b818",-0.61952601447079,36,1242
"b819",-0.617281462382109,37,1242
"b820",-0.614959486104693,38,1242
"b821",-0.612745545475614,39,1242
"b822",-0.610562041898758,40,1242
"b823",-0.608340184520836,41,1242
"b824",-0.606089109604806,42,1242
"b825",-0.603825470409148,43,1242
"b826",-0.601533873343572,44,1242
"b827",-0.599165581066602,45,1242
"b828",-0.59678842944764,46,1242
"b829",-0.594419139823199,47,1242
"b830",-0.592104884202918,48,1242
"b831",-0.589793039903565,49,1242
"b832",-0.587499699190816,50,1242
"b833",-0.750515443362461,2,1292
"b834",-0.736416933587375,3,1292
"b835",-0.724329916212234,4,1292
"b836",-0.714296966238503,5,1292
"b837",-0.706408356085705,6,1292
"b838",-0.700178717382929,7,1292
"b839",-0.6946116169214,8,1292
"b840",-0.689449364412904,9,1292
"b841",-0.685183070015698,10,1292
"b842",-0.681137712154252,11,1292
"b843",-0.677363308714045,12,1292
"b844",-0.673758949218395,13,1292
"b845",-0.670470941387379,14,1292
"b846",-0.667453579133179,15,1292
"b847",-0.664576511438047,16,1292
"b848",-0.661760808023371,17,1292
"b849",-0.65906664905094,18,1292
"b850",-0.656253486827115,19,1292
"b851",-0.653553351565483,20,1292
"b852",-0.650903802474981,21,1292
"b853",-0.648314942613078,22,1292
"b854",-0.645681454894358,23,1292
"b855",-0.643130823100803,24,1292
"b856",-0.640659584593855,25,1292
"b857",-0.638278328779657,26,1292
"b858",-0.635962330271628,27,1292
"b859",-0.633654160178688,28,1292
"b860",-0.631422372949256,29,1292
"b861",-0.629211226803736,30,1292
"b862",-0.626933555099029,31,1292
"b863",-0.624625533399413,32,1292
"b864",-0.622429307079254,33,1292
"b865",-0.620287802529855,34,1292
"b866",-0.618211976201947,35,1292
"b867",-0.616084652144823,36,1292
"b868",-0.613890503287611,37,1292
"b869",-0.611690059434618,38,1292
"b870",-0.609461014514299,39,1292
"b871",-0.607225148520204,40,1292
"b872",-0.605031215384329,41,1292
"b873",-0.60281167442288,42,1292
"b874",-0.600526660299781,43,1292
"b875",-0.598373631086659,44,1292
"b876",-0.596262475977062,45,1292
"b877",-0.594060724756573,46,1292
"b878",-0.591869824201805,47,1292
"b879",-0.589674984315866,48,1292
"b880",-0.58743413576475,49,1292
"b881",-0.585102733721257,50,1292
"b882",-0.761533646342728,2,1235
"b883",-0.742549035910826,3,1235
"b884",-0.731241533930987,4,1235
"b885",-0.724160675335688,5,1235
"b886",-0.718307025432507,6,1235
"b887",-0.71353409586197,7,1235
"b888",-0.709438606265876,8,1235
"b889",-0.705570283168767,9,1235
"b890",-0.701648266494483,10,1235
"b891",-0.697852647374461,11,1235
"b892",-0.694256938898548,12,1235
"b893",-0.690743854541426,13,1235
"b894",-0.687226269736309,14,1235
"b895",-0.683897091000407,15,1235
"b896",-0.680635084833798,16,1235
"b897",-0.677495521658236,17,1235
"b898",-0.674325560326864,18,1235
"b899",-0.671304439795531,19,1235
"b900",-0.668350627923267,20,1235
"b901",-0.665472777665748,21,1235
"b902",-0.662678935944312,22,1235
"b903",-0.659851199893086,23,1235
"b904",-0.657042576403181,24,1235
"b905",-0.654302382957233,25,1235
"b906",-0.651567390313897,26,1235
"b907",-0.648773545522984,27,1235
"b908",-0.645905126717241,28,1235
"b909",-0.643105938944709,29,1235
"b910",-0.640369483099757,30,1235
"b911",-0.637716646677728,31,1235
"b912",-0.634980711902187,32,1235
"b913",-0.632264035459328,33,1235
"b914",-0.629620825860924,34,1235
"b915",-0.626962291756745,35,1235
"b916",-0.624387030455407,36,1235
"b917",-0.62194089929583,37,1235
"b918",-0.619409709552747,38,1235
"b919",-0.616848559789197,39,1235
"b920",-0.61431368859302,40,1235
"b921",-0.611916922897438,41,1235
"b922",-0.609636243454549,42,1235
"b923",-0.607303789359623,43,1235
"b924",-0.604956519598506,44,1235
"b925",-0.602643936412241,45,1235
"b926",-0.600347150733679,46,1235
"b927",-0.597991133282526,47,1235
"b928",-0.59564335723932,48,1235
"b929",-0.593325791170227,49,1235
"b930",-0.591116932890676,50,1235
"b931",-0.759072590818052,2,1295
"b932",-0.744623315048021,3,1295
"b933",-0.733792175257758,4,1295
"b934",-0.726381176294089,5,1295
"b935",-0.719972638794458,6,1295
"b936",-0.714404678536892,7,1295
"b937",-0.709751364910662,8,1295
"b938",-0.705742964569566,9,1295
"b939",-0.70190745773197,10,1295
"b940",-0.698539874797187,11,1295
"b941",-0.695320402131111,12,1295
"b942",-0.692258956756738,13,1295
"b943",-0.689458461022675,14,1295
"b944",-0.686688990370653,15,1295
"b945",-0.683894286036991,16,1295
"b946",-0.681060703985804,17,1295
"b947",-0.678290699461056,18,1295
"b948",-0.675602560529744,19,1295
"b949",-0.672940953234987,20,1295
"b950",-0.670338642258493,21,1295
"b951",-0.667730568586005,22,1295
"b952",-0.665112983443511,23,1295
"b953",-0.662450408360911,24,1295
"b954",-0.659899980172577,25,1295
"b955",-0.657333849518255,26,1295
"b956",-0.65479232713895,27,1295
"b957",-0.652350799510655,28,1295
"b958",-0.649812036866926,29,1295
"b959",-0.647385832155286,30,1295
"b960",-0.645020208051282,31,1295
"b961",-0.642633828592345,32,1295
"b962",-0.640254084800016,33,1295
"b963",-0.637909436607704,34,1295
"b964",-0.635572241805309,35,1295
"b965",-0.633297012281542,36,1295
"b966",-0.631022804621146,37,1295
"b967",-0.628736271724141,38,1295
"b968",-0.626517170501233,39,1295
"b969",-0.62434642100562,40,1295
"b970",-0.622155256470238,41,1295
"b971",-0.619879307198331,42,1295
"b972",-0.617679524134938,43,1295
"b973",-0.615485695419959,44,1295
"b974",-0.613240873272017,45,1295
"b975",-0.611009918784698,46,1295
"b976",-0.60875189067448,47,1295
"b977",-0.606490653094175,48,1295
"b978",-0.604255636455737,49,1295
"b979",-0.601945868598604,50,1295
"b980",-0.737430190076859,2,1509
"b981",-0.726445336657759,3,1509
"b982",-0.717812469318084,4,1509
"b983",-0.710210205814289,5,1509
"b984",-0.704675826310615,6,1509
"b985",-0.699569366152505,7,1509
"b986",-0.694928096461518,8,1509
"b987",-0.69038277700307,9,1509
"b988",-0.686114248756259,10,1509
"b989",-0.681794209539731,11,1509
"b990",-0.677585506329035,12,1509
"b991",-0.673549907290502,13,1509
"b992",-0.669527497885387,14,1509
"b993",-0.665584536279215,15,1509
"b994",-0.661760812994983,16,1509
"b995",-0.658024626582111,17,1509
"b996",-0.654492704677059,18,1509
"b997",-0.651095741344694,19,1509
"b998",-0.647775316937745,20,1509
"b999",-0.644565106983313,21,1509
"b1000",-0.641409030731124,22,1509
"b1001",-0.638432694415627,23,1509
"b1002",-0.635519104652817,24,1509
"b1003",-0.632679542775292,25,1509
"b1004",-0.629895219234685,26,1509
"b1005",-0.627150172085553,27,1509
"b1006",-0.624420312834982,28,1509
"b1007",-0.621771354371948,29,1509
"b1008",-0.619210176193279,30,1509
"b1009",-0.616724172523472,31,1509
"b1010",-0.614244378318881,32,1509
"b1011",-0.611828536938879,33,1509
"b1012",-0.609429622793778,34,1509
"b1013",-0.607038693020047,35,1509
"b1014",-0.6046446901067,36,1509
"b1015",-0.602379202549844,37,1509
"b1016",-0.600074563503219,38,1509
"b1017",-0.597811105129753,39,1509
"b1018",-0.595505826738027,40,1509
"b1019",-0.593223874289089,41,1509
"b1020",-0.59098622204923,42,1509
"b1021",-0.588781285149629,43,1509
"b1022",-0.586669235398263,44,1509
"b1023",-0.584579471694224,45,1509
"b1024",-0.582370105596814,46,1509
"b1025",-0.58021248376085,47,1509
"b1026",-0.578077691320813,48,1509
"b1027",-0.575881030416411,49,1509
"b1028",-0.573741370482259,50,1509
"b1029",-0.749118240857043,2,1550
"b1030",-0.728628157488557,3,1550
"b1031",-0.715445513989154,4,1550
"b1032",-0.70670446380026,5,1550
"b1033",-0.700020510146891,6,1550
"b1034",-0.693771562741792,7,1550
"b1035",-0.688180097764612,8,1550
"b1036",-0.683314996040686,9,1550
"b1037",-0.678764293580782,10,1550
"b1038",-0.674654822431601,11,1550
"b1039",-0.670793846363668,12,1550
"b1040",-0.666980935799441,13,1550
"b1041",-0.663327198768863,14,1550
"b1042",-0.659589202542427,15,1550
"b1043",-0.655892061364228,16,1550
"b1044",-0.652310950268837,17,1550
"b1045",-0.648776929133212,18,1550
"b1046",-0.645452357224117,19,1550
"b1047",-0.642251219068189,20,1550
"b1048",-0.639166517724665,21,1550
"b1049",-0.636085656015964,22,1550
"b1050",-0.633050946245204,23,1550
"b1051",-0.630194696823082,24,1550
"b1052",-0.62741090126603,25,1550
"b1053",-0.624771897790054,26,1550
"b1054",-0.622210006847261,27,1550
"b1055",-0.619570597498053,28,1550
"b1056",-0.616952105321496,29,1550
"b1057",-0.614404135782825,30,1550
"b1058",-0.611934641290739,31,1550
"b1059",-0.609513515396566,32,1550
"b1060",-0.607044246572398,33,1550
"b1061",-0.604668268581941,34,1550
"b1062",-0.602283808200564,35,1550
"b1063",-0.599962320597704,36,1550
"b1064",-0.597733712622654,37,1550
"b1065",-0.595478874159611,38,1550
"b1066",-0.593284064592704,39,1550
"b1067",-0.591044110699711,40,1550
"b1068",-0.588782689270696,41,1550
"b1069",-0.586522570092504,42,1550
"b1070",-0.584242786990951,43,1550
"b1071",-0.582003949229076,44,1550
"b1072",-0.579728561923517,45,1550
"b1073",-0.577505992083824,46,1550
"b1074",-0.575297548222861,47,1550
"b1075",-0.573094869787,48,1550
"b1076",-0.570834693066832,49,1550
"b1077",-0.568530366108413,50,1550
"b1078",-0.757364826921791,2,1411
"b1079",-0.739390424447046,3,1411
"b1080",-0.725659398508089,4,1411
"b1081",-0.715676459409138,5,1411
"b1082",-0.707763117974102,6,1411
"b1083",-0.70120717495662,7,1411
"b1084",-0.69537297634106,8,1411
"b1085",-0.690665568224751,9,1411
"b1086",-0.686205122994722,10,1411
"b1087",-0.68184423455739,11,1411
"b1088",-0.677722225900156,12,1411
"b1089",-0.673729218390535,13,1411
"b1090",-0.670045142117771,14,1411
"b1091",-0.666539667995573,15,1411
"b1092",-0.663135842270337,16,1411
"b1093",-0.659829463094945,17,1411
"b1094",-0.656663527212219,18,1411
"b1095",-0.653574600139734,19,1411
"b1096",-0.65056004479168,20,1411
"b1097",-0.647646603625931,21,1411
"b1098",-0.644762630960856,22,1411
"b1099",-0.641861837816453,23,1411
"b1100",-0.638891251780738,24,1411
"b1101",-0.636049124497565,25,1411
"b1102",-0.633275855046958,26,1411
"b1103",-0.63059954817774,27,1411
"b1104",-0.628081665424743,28,1411
"b1105",-0.625598636764928,29,1411
"b1106",-0.623279257616914,30,1411
"b1107",-0.620961200251148,31,1411
"b1108",-0.618624723518236,32,1411
"b1109",-0.61637426818189,33,1411
"b1110",-0.614061256283544,34,1411
"b1111",-0.611813242870973,35,1411
"b1112",-0.609542056436306,36,1411
"b1113",-0.607342500867502,37,1411
"b1114",-0.605161796677104,38,1411
"b1115",-0.602908089055094,39,1411
"b1116",-0.600730802788307,40,1411
"b1117",-0.598571205077855,41,1411
"b1118",-0.596493025534467,42,1411
"b1119",-0.594437635777358,43,1411
"b1120",-0.592416562707531,44,1411
"b1121",-0.590385720190347,45,1411
"b1122",-0.588327265789394,46,1411
"b1123",-0.586377246436208,47,1411
"b1124",-0.584391092187222,48,1411
"b1125",-0.582340845753829,49,1411
"b1126",-0.580323963993444,50,1411
"b1127",-0.713647615736145,2,1356
"b1128",-0.699346071500137,3,1356
"b1129",-0.690173147128802,4,1356
"b1130",-0.681835536244863,5,1356
"b1131",-0.674595621393577,6,1356
"b1132",-0.667998313798588,7,1356
"b1133",-0.662160711818396,8,1356
"b1134",-0.656718224952257,9,1356
"b1135",-0.651459322711359,10,1356
"b1136",-0.64668621441042,11,1356
"b1137",-0.642324060566806,12,1356
"b1138",-0.638421890756249,13,1356
"b1139",-0.634723950947867,14,1356
"b1140",-0.63140162469836,15,1356
"b1141",-0.628119472419215,16,1356
"b1142",-0.625039578414209,17,1356
"b1143",-0.622412898411472,18,1356
"b1144",-0.619801497010023,19,1356
"b1145",-0.61728045414429,20,1356
"b1146",-0.61485510930004,21,1356
"b1147",-0.612436357737898,22,1356
"b1148",-0.6100543841194,23,1356
"b1149",-0.607807151361076,24,1356
"b1150",-0.60560254602138,25,1356
"b1151",-0.60331391924256,26,1356
"b1152",-0.600948073713926,27,1356
"b1153",-0.59868185138548,28,1356
"b1154",-0.596447434333631,29,1356
"b1155",-0.594298193060879,30,1356
"b1156",-0.592110941376611,31,1356
"b1157",-0.589955511162886,32,1356
"b1158",-0.587705758949612,33,1356
"b1159",-0.585484446206216,34,1356
"b1160",-0.583236076024881,35,1356
"b1161",-0.581020827110684,36,1356
"b1162",-0.5789205497113,37,1356
"b1163",-0.576844668934686,38,1356
"b1164",-0.574681525301049,39,1356
"b1165",-0.572550428198293,40,1356
"b1166",-0.570405151110857,41,1356
"b1167",-0.568153033075398,42,1356
"b1168",-0.565998830389606,43,1356
"b1169",-0.563824095332181,44,1356
"b1170",-0.561711608985648,45,1356
"b1171",-0.559558839174126,46,1356
"b1172",-0.557376402090604,47,1356
"b1173",-0.555202981940475,48,1356
"b1174",-0.553038312970383,49,1356
"b1175",-0.55088681214435,50,1356
"b1176",-0.750425822689014,2,640
"b1177",-0.73620329334502,3,640
"b1178",-0.723478747792671,4,640
"b1179",-0.713201622070328,5,640
"b1180",-0.703750214815811,6,640
"b1181",-0.695311754150954,7,640
"b1182",-0.68822351576243,8,640
"b1183",-0.682531208208792,9,640
"b1184",-0.677074170429013,10,640
"b1185",-0.671971816492918,11,640
"b1186",-0.667324805453136,12,640
"b1187",-0.663147499532354,13,640
"b1188",-0.659214118811902,14,640
"b1189",-0.655448785491925,15,640
"b1190",-0.652025679642959,16,640
"b1191",-0.648532328086671,17,640
"b1192",-0.645236145053773,18,640
"b1193",-0.642171284543096,19,640
"b1194",-0.639271773861317,20,640
"b1195",-0.636353993969945,21,640
"b1196",-0.6337979481722,22,640
"b1197",-0.631269454202144,23,640
"b1198",-0.628818337669877,24,640
"b1199",-0.626663711330935,25,640
"b1200",-0.624425557840525,26,640
"b1201",-0.622204884263435,27,640
"b1202",-0.619990810327687,28,640
"b1203",-0.617723353290613,29,640
"b1204",-0.615424634753554,30,640
"b1205",-0.6131379855957,31,640
"b1206",-0.610921564716241,32,640
"b1207",-0.608733690199414,33,640
"b1208",-0.606585375275041,34,640
"b1209",-0.604485165316213,35,640
"b1210",-0.602489034460221,36,640
"b1211",-0.600467673793312,37,640
"b1212",-0.59861370614557,38,640
"b1213",-0.596817802978436,39,640
"b1214",-0.59501035929501,40,640
"b1215",-0.593160574946467,41,640
"b1216",-0.591249816482192,42,640
"b1217",-0.589408164930466,43,640
"b1218",-0.58764573433695,44,640
"b1219",-0.585808692063055,45,640
"b1220",-0.584034591183882,46,640
"b1221",-0.582262543477158,47,640
"b1222",-0.580580078788648,48,640
"b1223",-0.578774642642516,49,640
"b1224",-0.577019013893642,50,640
"b1225",-0.753110610550642,2,610
"b1226",-0.739062975281247,3,610
"b1227",-0.729966603761165,4,610
"b1228",-0.722921520562019,5,610
"b1229",-0.716724235753868,6,610
"b1230",-0.711745310881946,7,610
"b1231",-0.707033451294533,8,610
"b1232",-0.702393982719536,9,610
"b1233",-0.697989234977859,10,610
"b1234",-0.693889272017887,11,610
"b1235",-0.690166659017859,12,610
"b1236",-0.686548984555747,13,610
"b1237",-0.683131619966581,14,610
"b1238",-0.679610319790087,15,610
"b1239",-0.676103072237502,16,610
"b1240",-0.672877982129847,17,610
"b1241",-0.669747322960179,18,610
"b1242",-0.666684754102822,19,610
"b1243",-0.663894485049703,20,610
"b1244",-0.66130863309892,21,610
"b1245",-0.65882978657571,22,610
"b1246",-0.656137997540188,23,610
"b1247",-0.653559449068293,24,610
"b1248",-0.651031885208922,25,610
"b1249",-0.648502916422306,26,610
"b1250",-0.646077477498719,27,610
"b1251",-0.643633021148712,28,610
"b1252",-0.641186343453264,29,610
"b1253",-0.638971119461845,30,610
"b1254",-0.636843317916585,31,610
"b1255",-0.634803024121838,32,610
"b1256",-0.632782461130896,33,610
"b1257",-0.630740300407435,34,610
"b1258",-0.628675720585101,35,610
"b1259",-0.626657939667402,36,610
"b1260",-0.624616311712689,37,610
"b1261",-0.622574312473171,38,610
"b1262",-0.620564549556356,39,610
"b1263",-0.618578808287387,40,610
"b1264",-0.6165793171391,41,610
"b1265",-0.614787581328818,42,610
"b1266",-0.613090571881449,43,610
"b1267",-0.611350061173276,44,610
"b1268",-0.609605376666195,45,610
"b1269",-0.607813010338306,46,610
"b1270",-0.605985524956104,47,610
"b1271",-0.60404852101786,48,610
"b1272",-0.601981297558193,49,610
"b1273",-0.599719952767157,50,610
"b1274",-0.772186863183799,2,580
"b1275",-0.760653079957289,3,580
"b1276",-0.748917523032049,4,580
"b1277",-0.738990599344322,5,580
"b1278",-0.730676917546798,6,580
"b1279",-0.724233218218347,7,580
"b1280",-0.718562833314588,8,580
"b1281",-0.713087348911354,9,580
"b1282",-0.707917617881467,10,580
"b1283",-0.703091926860421,11,580
"b1284",-0.698512277291443,12,580
"b1285",-0.694322560644862,13,580
"b1286",-0.690177725241587,14,580
"b1287",-0.68625564868968,15,580
"b1288",-0.682551288848524,16,580
"b1289",-0.678900962099278,17,580
"b1290",-0.675283235540456,18,580
"b1291",-0.671771349408393,19,580
"b1292",-0.668534141633446,20,580
"b1293",-0.665339417082075,21,580
"b1294",-0.662185680071448,22,580
"b1295",-0.659255489114179,23,580
"b1296",-0.656522009896293,24,580
"b1297",-0.653861117088649,25,580
"b1298",-0.651283055062902,26,580
"b1299",-0.648857506994976,27,580
"b1300",-0.646564789037031,28,580
"b1301",-0.644235799811547,29,580
"b1302",-0.641911352085296,30,580
"b1303",-0.639675534420383,31,580
"b1304",-0.637480568884931,32,580
"b1305",-0.635304875192894,33,580
"b1306",-0.633080496332286,34,580
"b1307",-0.630894672825557,35,580
"b1308",-0.628885043303874,36,580
"b1309",-0.626780198235895,37,580
"b1310",-0.624548003082199,38,580
"b1311",-0.622421089637877,39,580
"b1312",-0.620375112499387,40,580
"b1313",-0.618299184129319,41,580
"b1314",-0.616301235344529,42,580
"b1315",-0.61428765922867,43,580
"b1316",-0.612274590812104,44,580
"b1317",-0.610255853716776,45,580
"b1318",-0.608144131418918,46,580
"b1319",-0.606090626889251,47,580
"b1320",-0.604046873010908,48,580
"b1321",-0.602043291870833,49,580
"b1322",-0.600072298044742,50,580
"b1323",-0.79269966748426,2,578
"b1324",-0.769830409589778,3,578
"b1325",-0.755429468562363,4,578
"b1326",-0.744754966732222,5,578
"b1327",-0.736641441684736,6,578
"b1328",-0.730196221724255,7,578
"b1329",-0.724644685715147,8,578
"b1330",-0.719696550766893,9,578
"b1331",-0.715120821955041,10,578
"b1332",-0.710975707058292,11,578
"b1333",-0.706816997842684,12,578
"b1334",-0.702854724062577,13,578
"b1335",-0.69928516816238,14,578
"b1336",-0.695737176085788,15,578
"b1337",-0.692534428834136,16,578
"b1338",-0.689453611629197,17,578
"b1339",-0.686269988879965,18,578
"b1340",-0.683353265090919,19,578
"b1341",-0.680647056297932,20,578
"b1342",-0.67791580658032,21,578
"b1343",-0.675144158192452,22,578
"b1344",-0.672531601236614,23,578
"b1345",-0.669948197222525,24,578
"b1346",-0.667285144943133,25,578
"b1347",-0.664909876163307,26,578
"b1348",-0.662661265924515,27,578
"b1349",-0.660354735761658,28,578
"b1350",-0.658085030046837,29,578
"b1351",-0.655761421549175,30,578
"b1352",-0.65345736473447,31,578
"b1353",-0.651140243579897,32,578
"b1354",-0.648821516427726,33,578
"b1355",-0.64653561906167,34,578
"b1356",-0.644459546228545,35,578
"b1357",-0.642336611654598,36,578
"b1358",-0.640108154461311,37,578
"b1359",-0.637941107678164,38,578
"b1360",-0.635636859405373,39,578
"b1361",-0.633326496810694,40,578
"b1362",-0.630992134609598,41,578
"b1363",-0.628650493702722,42,578
"b1364",-0.62627277194765,43,578
"b1365",-0.623891220065266,44,578
"b1366",-0.621513865055202,45,578
"b1367",-0.619148151426499,46,578
"b1368",-0.616861828669828,47,578
"b1369",-0.614560614194221,48,578
"b1370",-0.612306578782106,49,578
"b1371",-0.610149845610453,50,578
"b1372",-0.764484045643034,2,634
"b1373",-0.748780365518952,3,634
"b1374",-0.738746037615217,4,634
"b1375",-0.730248005138745,5,634
"b1376",-0.721807383822469,6,634
"b1377",-0.714236001991112,7,634
"b1378",-0.707132567466894,8,634
"b1379",-0.701028410772988,9,634
"b1380",-0.695484566235078,10,634
"b1381",-0.690275671037074,11,634
"b1382",-0.685472399687521,12,634
"b1383",-0.680881795772869,13,634
"b1384",-0.676579003186541,14,634
"b1385",-0.672408106285746,15,634
"b1386",-0.668405333945372,16,634
"b1387",-0.664461341322802,17,634
"b1388",-0.660499491068463,18,634
"b1389",-0.657016627217584,19,634
"b1390",-0.653579956071094,20,634
"b1391",-0.650148487603803,21,634
"b1392",-0.646723525483944,22,634
"b1393",-0.643398576860449,23,634
"b1394",-0.640091055070992,24,634
"b1395",-0.636838611097129,25,634
"b1396",-0.633718121149976,26,634
"b1397",-0.630643919516203,27,634
"b1398",-0.627616603708793,28,634
"b1399",-0.624759780318193,29,634
"b1400",-0.621933401812168,30,634
"b1401",-0.619242832934522,31,634
"b1402",-0.616552594845737,32,634
"b1403",-0.613964122008012,33,634
"b1404",-0.611292671169347,34,634
"b1405",-0.60873598198646,35,634
"b1406",-0.606179247107941,36,634
"b1407",-0.603633129095473,37,634
"b1408",-0.601120683107694,38,634
"b1409",-0.598511212337987,39,634
"b1410",-0.596029667468614,40,634
"b1411",-0.593531677948604,41,634
"b1412",-0.591156798617471,42,634
"b1413",-0.588807611983656,43,634
"b1414",-0.586531367238173,44,634
"b1415",-0.584386093305802,45,634
"b1416",-0.58212566257298,46,634
"b1417",-0.579892373560817,47,634
"b1418",-0.577719636517851,48,634
"b1419",-0.575483856966086,49,634
"b1420",-0.573344460636677,50,634
"b1421",-0.796516842813485,2,596
"b1422",-0.776366517262777,3,596
"b1423",-0.764269896782031,4,596
"b1424",-0.754494323157887,5,596
"b1425",-0.745995461414843,6,596
"b1426",-0.739074509979235,7,596
"b1427",-0.733768391055089,8,596
"b1428",-0.728574605485525,9,596
"b1429",-0.723968980354955,10,596
"b1430",-0.719564399425576,11,596
"b1431",-0.715379355400766,12,596
"b1432",-0.711361887550046,13,596
"b1433",-0.707304186790926,14,596
"b1434",-0.703579103493517,15,596
"b1435",-0.700200685948754,16,596
"b1436",-0.69687259835316,17,596
"b1437",-0.693487860541055,18,596
"b1438",-0.690419490793822,19,596
"b1439",-0.687376903930283,20,596
"b1440",-0.684416682651424,21,596
"b1441",-0.681607552255516,22,596
"b1442",-0.67872030665783,23,596
"b1443",-0.67599699639607,24,596
"b1444",-0.673226146668097,25,596
"b1445",-0.670583591536238,26,596
"b1446",-0.667986828935383,27,596
"b1447",-0.66542432255071,28,596
"b1448",-0.662823618641572,29,596
"b1449",-0.66016844235372,30,596
"b1450",-0.657612601237909,31,596
"b1451",-0.655208086916893,32,596
"b1452",-0.652800442091235,33,596
"b1453",-0.650421576665137,34,596
"b1454",-0.648022273585156,35,596
"b1455",-0.645520483020451,36,596
"b1456",-0.643051927394278,37,596
"b1457",-0.640711527688479,38,596
"b1458",-0.638379869217196,39,596
"b1459",-0.636023029642938,40,596
"b1460",-0.633593725913956,41,596
"b1461",-0.631168043023911,42,596
"b1462",-0.62880060683582,43,596
"b1463",-0.626472982263947,44,596
"b1464",-0.624167171962804,45,596
"b1465",-0.62186711894177,46,596
"b1466",-0.61961985305013,47,596
"b1467",-0.617279429418127,48,596
"b1468",-0.614887673651973,49,596
"b1469",-0.612527023801399,50,596
"b1470",-0.774543349199182,2,471
"b1471",-0.763715412596096,3,471
"b1472",-0.753521295504363,4,471
"b1473",-0.744777514016588,5,471
"b1474",-0.73681191904659,6,471
"b1475",-0.730201185945902,7,471
"b1476",-0.723726147006681,8,471
"b1477",-0.717791003887249,9,471
"b1478",-0.712650991397904,10,471
"b1479",-0.707899092138802,11,471
"b1480",-0.703584956857295,12,471
"b1481",-0.699302879531611,13,471
"b1482",-0.695056605132992,14,471
"b1483",-0.690955332709346,15,471
"b1484",-0.68707476806293,16,471
"b1485",-0.683260460822042,17,471
"b1486",-0.679688142943678,18,471
"b1487",-0.676148005232087,19,471
"b1488",-0.6726245919457,20,471
"b1489",-0.669316081418822,21,471
"b1490",-0.666079608539112,22,471
"b1491",-0.662917945386077,23,471
"b1492",-0.659768475966428,24,471
"b1493",-0.656853768256253,25,471
"b1494",-0.653893761369313,26,471
"b1495",-0.651024018962261,27,471
"b1496",-0.648238721344307,28,471
"b1497",-0.645637872530624,29,471
"b1498",-0.643186504986597,30,471
"b1499",-0.640676427882396,31,471
"b1500",-0.638160807450014,32,471
"b1501",-0.635527759216492,33,471
"b1502",-0.633178417883309,34,471
"b1503",-0.630865835160613,35,471
"b1504",-0.628510467917841,36,471
"b1505",-0.626302751583999,37,471
"b1506",-0.624055139509502,38,471
"b1507",-0.62168336035484,39,471
"b1508",-0.619283789161068,40,471
"b1509",-0.616925714161384,41,471
"b1510",-0.614606556874939,42,471
"b1511",-0.61242356901024,43,471
"b1512",-0.610177445387075,44,471
"b1513",-0.607937162904954,45,471
"b1514",-0.605709610021533,46,471
"b1515",-0.603336570984941,47,471
"b1516",-0.600844174202304,48,471
"b1517",-0.598418094057301,49,471
"b1518",-0.595860103244533,50,471
"b1519",-0.776737133135705,2,485
"b1520",-0.759083238315768,3,485
"b1521",-0.74542439346615,4,485
"b1522",-0.736031176153,5,485
"b1523",-0.72779825311123,6,485
"b1524",-0.721531442072072,7,485
"b1525",-0.716430367827177,8,485
"b1526",-0.711748012178243,9,485
"b1527",-0.707466898830517,10,485
"b1528",-0.703484085663638,11,485
"b1529",-0.700082578966343,12,485
"b1530",-0.696497268769828,13,485
"b1531",-0.693028779465401,14,485
"b1532",-0.689616568353086,15,485
"b1533",-0.686143476294582,16,485
"b1534",-0.682888096882387,17,485
"b1535",-0.679758145228928,18,485
"b1536",-0.67659569762694,19,485
"b1537",-0.673508071574382,20,485
"b1538",-0.670468376449105,21,485
"b1539",-0.667764928859154,22,485
"b1540",-0.665061273420529,23,485
"b1541",-0.662439621772538,24,485
"b1542",-0.659935823778218,25,485
"b1543",-0.657511562252887,26,485
"b1544",-0.654876445417628,27,485
"b1545",-0.65216233753769,28,485
"b1546",-0.649521096292681,29,485
"b1547",-0.647016485979751,30,485
"b1548",-0.6445588107175,31,485
"b1549",-0.642178427522015,32,485
"b1550",-0.639832419378377,33,485
"b1551",-0.637615749368774,34,485
"b1552",-0.635276520986974,35,485
"b1553",-0.633167965203732,36,485
"b1554",-0.631171666823261,37,485
"b1555",-0.629023627064898,38,485
"b1556",-0.626816287522008,39,485
"b1557",-0.624527893096027,40,485
"b1558",-0.622071806048729,41,485
