"dt_partition","time_frame","dataset_name","X","N","rmse_flex_model_simple","rmse_constraint_model_simple","rmse_flex_model_complex","rmse_constraint_model_complex","rmse_tailored_flex_lm","rmse_tailored_constr_lm"
"monthly","2013-4-","dba",35,815,0.452174666172702,0.029918728541951,0.454183224382166,0.0298341362570824,0.0211648290758355,0.0297851188929557
"monthly","2013-4-","dba",36,815,0.457974915471591,0.0297505144024969,0.460247780195442,0.0297025580737865,0.0210488378343397,0.029655753985616
"monthly","2013-4-","dba",37,815,0.463632065472338,0.0295883807448277,0.466172961026529,0.0295718304253612,0.0208534766528139,0.0295296154553882
"monthly","2013-4-","dba",38,815,0.469177512868335,0.0294085103887735,0.471990208406048,0.029415800555486,0.020617726671941,0.0293765815592204
"monthly","2013-4-","dba",39,815,0.474637111518174,0.029257855313374,0.477725351144952,0.0292818073040643,0.0203655778077597,0.029244333758623
"monthly","2013-4-","dba",40,815,0.479985639863159,0.0291007422994739,0.483353206925093,0.0291347267214263,0.02012783866024,0.0290976237481064
"monthly","2013-4-","dba",41,815,0.485212905389506,0.0289576532329821,0.488863580981177,0.0289943382237203,0.0199188262292639,0.0289576170804125
"monthly","2013-4-","dba",42,815,0.49037929308434,0.0288555059073212,0.494316872673377,0.0288890968008507,0.0197001581457433,0.028851265127831
"monthly","2013-4-","dba",43,815,0.495389815620922,0.0286941890215071,0.499618173925664,0.0287159240206007,0.0194405600217076,0.0286778310968167
"monthly","2013-4-","dba",44,815,0.500332565104557,0.0285629337608248,0.504855555463322,0.0285632814254667,0.0190967259718672,0.0285255667342865
"monthly","2013-4-","dba",45,815,0.505108569573164,0.0283968157560601,0.509930165738181,0.0283684931345121,0.0188708461541799,0.0283303179005309
"monthly","2013-4-","dba",46,815,0.509779061405271,0.0282339475212817,0.514903219037638,0.0281626263415507,0.0185482657037012,0.0281259710026484
"monthly","2013-4-","dba",47,815,0.5143332102685,0.0280596390256261,0.519763973378907,0.0279350715989875,0.0182437980232885,0.0278997070727628
"monthly","2013-4-","dba",48,815,0.518711355644256,0.0278828214025543,0.524452825805199,0.0276924410523693,0.0181087070029826,0.0276587531457652
"monthly","2013-4-","dba",49,815,0.523034418880892,0.0277747951665291,0.529090694044373,0.027507877857319,0.0179851665030179,0.0274758091938926
"monthly","2013-4-","dba",50,815,0.527361233229387,0.027744377783902,0.533736471824935,0.0273988639240178,0.017831170252016,0.0273665624223017
"monthly","2013-5-","dba",2,802,0.0716628001135901,0.0159860561723687,0.088682241539621,0.00995369312512621,0.00986698316219206,0.00927698908312971
"monthly","2013-5-","dba",3,802,0.0915052201111957,0.0148036219633137,0.0993096606777427,0.0100725207454234,0.0111451476707596,0.00922354505780841
"monthly","2013-5-","dba",4,802,0.112527450156938,0.0140985887273067,0.116087108461265,0.0108589456372688,0.0130483589392428,0.0100341672698414
"monthly","2013-5-","dba",5,802,0.132730357687329,0.0134716890871377,0.133962352921852,0.0113362495760899,0.0137412161934814,0.0104832638445462
"monthly","2013-5-","dba",6,802,0.151438609387407,0.0135454802944876,0.151276523668158,0.012323176904632,0.0148794089982199,0.0114931233455408
"monthly","2013-5-","dba",7,802,0.169332658062062,0.0139917682439347,0.168293826222969,0.0134236433603312,0.0153806617188112,0.01262565455578
"monthly","2013-5-","dba",8,802,0.186015677502329,0.0146166915370149,0.184416360788722,0.0144887309599833,0.0157955789145979,0.0136873991261076
"monthly","2013-5-","dba",9,802,0.201370954527425,0.015206154474549,0.199417568148552,0.015382334790657,0.0163236852385328,0.014552950198669
"monthly","2013-5-","dba",10,802,0.216111478713657,0.0160649671592152,0.213943293589561,0.0164440525354158,0.0169247382217327,0.0156288227813735
